address1,address2,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,marketState,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Ideon Gateway,Scheelevägen 27,Lund,223 63,Sweden,https://www.neolamedical.com,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"Neola Medical AB (publ), together with its subsidiary, Neola Medical, Inc., develops medical technology devices for non-invasive continuous monitoring of the lungs of preterm born infants in Sweden. It offers NEOLA, a neonatal intensive care medical device that enables continuous lung monitoring and real-time alerts of life-threatening complications using technology that measures lung volume changes and oxygen gas concentration. The company was formerly known as GPX Medical AB and changed its name to Neola Medical AB (publ) in June 2022. Neola Medical AB (publ) was incorporated in 2016 and is headquartered in Lund, Sweden.",8,"[{'maxAge': 1, 'name': 'Ms. Hanna  Sjostrom', 'age': 45, 'title': 'CEO & MD', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Folkesson', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sara  Bergsten', 'age': 51, 'title': 'Chief Technology Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Johnsson', 'age': 49, 'title': 'Director Quality Assurance & Regulatory Affairs', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.36,2.31,2.31,2.31,2.36,2.31,2.31,2.31,0.0,0.988,1850,1850,13522,13064,13064,2.34,2.36,182403600,1.87,3.78,20.65492,2.3838,2.4344,0.0,0.0,SEK,False,154415568,-1.1758599,24021144,77950200,0.64334,0.16868,78962600,1.08,2.1388888,1735603200,1767139200,1743379200,-10384000,-0.14,17.486,-16.078,-0.17253524,0.10611236,EQUITY,2.31,3.2,3.2,3.2,3.2,none,1,32665000,0.419,-9604000,0,7.247,7.247,8831000,0.125,-0.07954,-0.12911999,8126000,-16069375,-10401000,-0.373,0.92017,-1.08753,-1.25439,SEK,NEOLA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752749486,STO,finmb_423074922,Europe/Stockholm,CEST,7200000,se_market,False,-2.118642,2.31,Neola Medical AB,Neola Medical AB (publ),PREPRE,False,-0.049999952,2.31 - 2.31,Stockholm,13522,0.43999994,0.23529409,1.87 - 3.78,-1.47,-0.3888889,-17.253525,-0.14,-0.07380009,-0.030959008,-0.12440014,-0.051100943,15,0,False,1601622000000,
