address1,address2,city,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Medborgarplatsen 4,8 tr (left elevator),Stockholm,Sweden,46 8 51 78 44 00,https://www.qlosr.se,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Qlosr Group AB (publ) offers IT solutions to companies and schools in Sweden. The company offers cloud, collaboration, and identity management services. It also provides life cycle management, network, print management, and workplace services. The company is based in Stockholm, Sweden. Qlosr Group AB operates as a subsidiary of QLOSR HOLDING AB.",5,"[{'maxAge': 1, 'name': 'Mr. Jonas Rickard Norberg', 'age': 61, 'title': 'Group CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 2458000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joakim Eric Ribb', 'age': 49, 'title': 'CTO & Director', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 2136000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Bjerhagen', 'age': 48, 'title': 'Head of M&A and Director', 'yearBorn': 1976, 'fiscalYear': 2023, 'totalPay': 2134000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Jaderling', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Baran  Demir', 'age': 43, 'title': 'Operations Manager', 'yearBorn': 1981, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gustav  Tjernstrom', 'age': 35, 'title': 'Head of Sales', 'yearBorn': 1989, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Reza  Sabaro', 'age': 42, 'title': 'Head of IT Delivery', 'yearBorn': 1982, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,0.0512,0.0502,0.0502,0.0556,0.0512,0.0502,0.0502,0.0556,0.0,0.737,-0.095094346,41881,41881,135996,130316,130316,0.0502,0.0504,3854113,0.045,0.835,-0.024530211,0.062788,0.1027665,0.0,0.0,SEK,False,3688216,0.0,28816122,55553100,0.0,8.9999994e-05,76470496,0.117,0.43076923,1735603200,1767139200,1743379200,-254088000,-4.26,-0.53,1:200,1655769600,-0.023,-0.212,-0.92189187,0.10611236,EQUITY,0.0504,none,467000,0.008,-17424000,0,0.246,0.338,-157116992,-2.625,0.0043200003,-16144000,-96377376,8649000,-0.997,0.0,0.0,-3.05477,SEK,QLOSR-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,135996,0.0053999983,0.11999996,0.045 - 0.835,-0.78459996,-0.9396407,-92.189186,-4.26,-0.53,-0.012388002,-0.19729887,-0.0523665,-0.5095678,15,0,False,Qlosr Group AB ser. B,Qlosr Group AB (publ),[],1752766182,False,1655103600000,-0.00079999864,0.0502 - 0.0556,Stockholm,PREPRE,STO,finmb_312393997,Europe/Stockholm,CEST,7200000,se_market,False,-1.5624974,0.0504,
