address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,shortName,longName,esgPopulated,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Fogdevreten 2,Solna,171 65,Sweden,45 3 13 55 707,https://www.biosergen.net,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Biosergen AB (publ), a biotech company, develops antifungal products. Its lead product is BSG005, an antifungal drug candidate for the treatment of invasive fungal infections in immunocompromised patients, including AIDS, cancer, and transplant recipients. The company was founded in 2004 and is based in Solna, Sweden.",2,"[{'maxAge': 1, 'name': 'Ms. Tine Kold Olesen Ph.D.', 'title': 'CEO & Member of Executive Board', 'fiscalYear': 2024, 'totalPay': 1657000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Peder Moller Andersen M.D.', 'age': 72, 'title': 'Chief Medical Officer', 'yearBorn': 1952, 'fiscalYear': 2024, 'totalPay': 135000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Niels  Laursen M.B.A.', 'age': 68, 'title': 'Chief Financial Officer', 'yearBorn': 1956, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sergey B. Zotchev Ph.D.', 'title': 'Chief Scientific Officer and Member of Scientific Advisory Panel', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.53,0.538,0.514,0.538,0.53,0.538,0.514,0.538,0.0,0.4,-25.7,41624,41624,351748,339657,339657,0.514,0.524,127075704,0.281,1.14,-311.46005,0.5303,0.51021,0.0,0.0,SEK,False,60204976,0.0,85074101,234823008,0.0,0.00017999999,247228992,0.185,2.7783782,1735603200,1767139200,1743379200,-17449000,-0.05,-0.02,-147.561,0.0,0.10611236,EQUITY,0.514,1.5,1.5,1.5,1.5,none,1,44761000,0.191,0,12.136,12.136,-408000,-0.30118,-0.53833,-408000,10114250,10360000,0.0,0.0,-18.02456,SEK,BIOSGN.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,[],1752840375,-3.018863,0.514,STO,finmb_29019853,Europe/Stockholm,CEST,7200000,se_market,Biosergen AB,Biosergen AB (publ),False,-0.015999973,0.514 - 0.538,Stockholm,351748,0.23300001,0.82918155,0.281 - 1.14,-0.626,-0.5491228,0.0,-0.05,-0.02,-0.1,-5.14,-0.016300023,-0.03073736,0.003790021,0.007428355,15,0,False,False,1624518000000,
