address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,trailingPegRatio
Nybrogatan 59,Stockholm,114 40,Sweden,46 1 05 10 55 10,https://www.k2a.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"K2A Knaust & Andersson Fastigheter AB (publ) operates as a real estate company in Sweden. It owns, develops, and manages rental apartments, student housing, and community service properties in Stockholm, Mälardalen, and university and college locations. The company was incorporated in 2013 and is headquartered in Stockholm, Sweden.",38,"[{'maxAge': 1, 'name': 'Mr. Johan  Knaust', 'age': 53, 'title': 'CEO & Executive Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 4108000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Nordlund', 'age': 37, 'title': 'Vice President of Administration & Sustainability', 'yearBorn': 1987, 'fiscalYear': 2024, 'totalPay': 2313000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Lindberg', 'age': 44, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 2805000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ola  Persson', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pontus  Ekerljung', 'age': 42, 'title': 'Communications & Sustainability Manager', 'yearBorn': 1982, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Emma  Nyborg', 'age': 35, 'title': 'Manager of Marketing', 'yearBorn': 1989, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sandra  Sundman', 'age': 38, 'title': 'Finance Manager', 'yearBorn': 1986, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Karl  Vahlund', 'age': 40, 'title': 'Transaction Manager', 'yearBorn': 1984, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik  Lemaitre', 'age': 56, 'title': 'Business Development Manager', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,157.0,154.2,154.0,158.0,157.0,154.2,154.0,158.0,20.0,13.2,1741305600,7.84,2.179,18.575998,812,812,3176,1140,1140,156.8,158.6,0,0,96148664,130.0,201.0,0.22277263,154.416,171.3825,0.0,0.0,SEK,False,17746995200,-0.37765998,29680200,2321440,0.20056,0.057979997,19.422,8.0733185,1735603200,1767139200,1743379200,-207100000,8.441,41.119,74.756,0.11601424,0.1116153,5.0,1709769600,EQUITY,156.8,none,45400000,0.529,237400000,4466100224,0.074,0.088,431600000,210.894,5.026,0.017,-0.07338,317300000,-39862500,32300000,-0.001,0.73517,0.55005,0.68893,SEK,K2A-PREF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1427958000000,-0.19999695,154.0 - 158.0,Stockholm,3176,26.800003,0.20615387,130.0 - 201.0,-44.199997,-0.21990049,11.601424,1752836340,1752836340,1752836340,False,8.441,2.3840027,0.015438832,-14.582504,-0.08508747,15,0,False,CLOSED,[],1752247794,STO,finmb_286468015,Europe/Stockholm,CEST,7200000,se_market,False,-0.1273866,156.8,K2A Knaust & Andersson Fastighe,K2A Knaust & Andersson Fastigheter AB (publ),
