address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,trailingPegRatio
"Rua Pais Leme, 215",Sao Paulo,SP,05424-15,Brazil,55 11 3814 4404,https://www.webrockventures.com,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Webrock Ventures AB is a venture capital firm specializing in seed, start-up, series A, incubation, and early venture investments. The firm seeks to invest in digital, internet, information technology and fintech companies. The firm is sector agnostic but only invest in business models that are possible through the use of technology. The firm prefers to invest in companies based in Scandinavia, Brazil, Europe and Latin America. The firm invests between R$1 million ($0.25 million) and R$ 4 million ($1 million) in companies. Webrock Ventures AB was founded in July 2015 and it is based in Brazil, with an additional office in Stockholm, Sweden.",1,"[{'maxAge': 1, 'name': 'Mr. Joakim  Pops', 'title': 'Co-Founder, CEO, Founding Partner & Member of the Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per Ivar Gosta Bystedt', 'age': 59, 'title': 'Founding Partner', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lovisa  Bergström', 'title': 'Head of Communication, Junior Analyst & Communications Manage', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Söderberg', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Manhusen', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pedro  Vasques', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joshin  Raghubar', 'title': 'Partner Africa', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pedro  Vasquez', 'age': 38, 'title': 'Partner', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Frykman', 'title': 'Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Jonsson', 'title': 'Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,5.26,5.28,5.28,5.3,5.26,5.28,5.28,5.3,0.0,3003,3003,6554,2783,2783,5.3,5.46,117300664,4.15,12.92,-0.34226483,5.3812,6.249025,0.0,0.0,SEK,False,102263896,0.0,21126200,0.0,0.103920005,22132200,12.274,0.43180707,1735603200,1767139200,1743379200,-365996000,-17.6,-0.298,-0.281,-0.5631229,0.10611236,EQUITY,5.3,10.0,10.0,10.0,10.0,none,1,7170000,0.339,-363825984,0,3.907,3.907,-342719008,-16.221,-0.51194,-0.82695997,-359920992,-223298752,-16249000,0.0,0.0,0.19328,SEK,WRV.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752760725,WebRock Ventures AB,STO,finmb_329293208,Europe/Stockholm,CEST,7200000,se_market,False,0.76045555,5.3,-56.312294,-17.6,-0.081199646,-0.015089505,-0.9490247,-0.15186764,15,0,False,PREPRE,False,1707120000000,0.03999996,5.28 - 5.3,Stockholm,6554,1.1500001,0.27710846,4.15 - 12.92,-7.62,-0.58978325,
