address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketPrice,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,shortName,longName,trailingPegRatio
J A Wettergrens gata 14,Västra Frölunda,Gothenburg,421 30,Sweden,46 31 29 00 60,https://minesto.com,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Minesto AB (publ), together with its subsidiaries, operates as a marine energy developer in Sweden, Wales, the Faroe Islands, Northern Ireland, and Taiwan. The company offers kite system turbines, which produces electricity from tidal streams and ocean currents. It also provides site development, operations, and maintenance services. Minesto AB (publ) was incorporated in 2007 and is headquartered in Gothenburg, Sweden.",48,"[{'maxAge': 1, 'name': 'Dr. Martin  Edlund Ph.D.', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 2480141, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gustav  Kvibling', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johannes  Huffmeier', 'title': 'Chief Operations Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bernt Erik Westre', 'title': 'Chief Technology Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Cecilia  Sernhage', 'title': 'Chief Communications Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Louise  Marsden', 'title': 'Chief Personnel Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Collier', 'title': 'Chief Strategy Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Hans  Lindstrom', 'title': 'Chief Supply Chain Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,3.63,3.635,3.465,3.735,3.63,3.635,3.465,3.735,0.0,1.13,9.694444,305897,305897,995789,691454,691454,3.485,3.56,0,0,788910976,1.274,5.1,31.283646,3.01866,2.514555,0.0,0.0,SEK,False,935981696,-1.4026899,136756691,205911008,0.35426998,0.04839,226048992,2.873,1.2147582,1735603200,1767139200,1743379200,-35373000,-0.18,0.36,37.116,-25.999,0.118086696,0.10611236,EQUITY,3.49,none,10334000,0.053,-36000752,0,25218000,0.13,-0.04103,-0.06619,12230000,-39595000,-0.073,0.48497,-1.42758,-1.6984801,SEK,MINEST.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1746010740,1746010740,1746010740,1740646800,1740646800,False,-0.18,0.36,0.47133994,0.1561421,0.97544503,0.38791955,15,0,False,3.49,CLOSED,False,1447056000000,-0.1400001,3.465 - 3.735,Stockholm,995789,2.216,1.7394035,1.274 - 5.1,-1.6099999,-0.31568626,11.80867,[],1752852590,STO,finmb_38323839,Europe/Stockholm,CEST,7200000,se_market,False,-3.8567522,Minesto AB,Minesto AB (publ),
