address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,shortName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Mått Johanssonsväg 50,Eskilstuna,633 46,Sweden,https://www.tingsvalvet.se,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Tingsvalvet Fastighets AB (publ), a real estate company, owns, manages, and leases office and commercial properties in Central Sweden. The company was incorporated in 2018 and is headquartered in Eskilstuna, Sweden.",6,"[{'maxAge': 1, 'name': 'Sven Hakan Karlsson', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Fält', 'age': 60, 'title': 'Deputy CEO & Property Manager', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,29.0,29.3,29.3,31.7,29.0,29.3,29.3,31.7,0.0,1.054,18.466257,12237,12237,5600,10754,10754,30.1,31.1,583638976,26.4,37.6,3.4979234,30.66,31.017,0.0,0.0,SEK,False,1565915648,0.30722,2579147,10729700,0.48418,0.01657,19390000,56.729,0.5305928,1735603200,1767139200,1743379200,0.537,51261000,1.63,9.385,13.697,0.0034013987,0.10611236,EQUITY,30.1,none,100559000,5.774,114322000,1138802944,0.479,0.501,166852992,115.272,10.793,0.03191,0.057439998,131632000,3448875,6215000,0.153,0.257,0.78891,0.68517,0.6711,SEK,TINGS-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852593,STO,finmb_612218594,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,3.7931046,30.1,Tingsvalvet Fastighets AB ser. ,1.1000004,29.3 - 31.7,Stockholm,5600,3.7000008,0.14015155,26.4 - 37.6,-7.499998,-0.19946805,0.34013987,1.63,-0.55999947,-0.018264823,-0.9169998,-0.029564427,15,0,False,False,1662534000000,
