address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,marketState,hasPrePostMarketData,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,cryptoTradeable,longName,trailingPegRatio
Kungsgatan 12,Stockholm,111 35,Sweden,46 8 50 58 08 30,https://www.ngsgroup.se,Staffing & Employment Services,staffing-employment-services,Staffing & Employment Services,Industrials,industrials,Industrials,"NGS Group AB (publ) provides recruitment and staffing services in Sweden, Norway, and Finland. It focuses on care, school, social services, finance, regulatory services, and executive search in private and public sectors. The company was founded in 1996 and is headquartered in Stockholm, Sweden.",164,"[{'maxAge': 1, 'name': 'Mr. Jan  Bengtsson', 'age': 57, 'title': 'Acting CEO & Independent Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 1028163, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mona-Beth  Pehrsson', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Malin  Ernestrand', 'age': 52, 'title': 'Chief Operating Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ulrika  Huss', 'age': 50, 'title': 'Chief Marketing Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Sandvik', 'title': 'Head of Operations & Human Resources - School', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johnny  Kreft', 'title': 'Head of Sales - VO Care', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elisabeth  Moller', 'title': 'Head of Sales - Nurse Partner', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Milena  Sohlen', 'title': 'Chief Executive Officer of Human Capital', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,2.84,2.87,2.79,2.92,2.84,2.87,2.79,2.92,1651104000,0.0,4.72,0.56,2605,2605,4814,1044,1044,2.85,2.9,0,0,72205544,2.5,3.75,0.21618104,2.9776,3.09495,0.0,0.0,SEK,False,95103880,-0.19949,9490183,24812900,0.15793,0.32441002,24901800,3.674,0.79205227,1735603200,1767139200,1743379200,-65261000,-2.96,4:1,1495152000,0.285,-6.023,-0.05806452,0.10611236,0.434367,1651104000,EQUITY,2.91,none,4453000,0.179,-15790000,26607000,0.555,1.284,334004992,29.189,14.215,-0.05573,-0.65207,8623000,-16039125,-23374000,-0.172,0.02582,-0.047270004,-0.00097000005,SEK,NGS.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1369033200000,0.07000017,2.79 - 2.92,Stockholm,4814,0.4100001,0.16400003,2.5 - 3.75,-0.8399999,-0.22399998,-5.806452,1739271540,1739271540,False,-2.96,-0.06760001,-0.02270285,-0.18494987,-0.0597586,15,0,CLOSED,False,[],1752847150,STO,finmb_20951204,Europe/Stockholm,CEST,7200000,se_market,False,2.4647949,2.91,NGS Group AB,False,NGS Group AB (publ),
