address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,corporateActions,regularMarketTime,exchange,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,regularMarketChangePercent,regularMarketPrice,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Mått Johanssonsväg 50,Eskilstuna,633 46,Sweden,https://www.tingsvalvet.se,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Tingsvalvet Fastighets AB (publ), a real estate company, owns, manages, and leases office and commercial properties in Central Sweden. The company was incorporated in 2018 and is headquartered in Eskilstuna, Sweden.",6,"[{'maxAge': 1, 'name': 'Sven Hakan Karlsson', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Fält', 'age': 60, 'title': 'Deputy CEO & Property Manager', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,33.8,33.4,33.2,35.2,33.8,33.4,33.2,35.2,1653350400,0.0,1.054,21.104296,2845,2845,1769,2754,2754,30.2,35.0,582632832,30.4,40.0,3.4918933,33.792,34.695,0.0,0.0,SEK,False,1626867712,0.30722,2579147,6440000,0.66621,0.02674,15977500,56.729,0.60639185,1735603200,1767139200,1743379200,0.537,51261000,1.63,2:1,1662076800,9.75,14.231,-0.091891885,0.10611236,7.6,1653350400,EQUITY,34.4,none,100559000,5.774,114322000,1138802944,0.479,0.501,166852992,115.272,10.793,0.03191,0.057439998,131632000,3448875,6215000,0.153,0.257,0.78891,0.68517,0.6711,SEK,TINGS-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Tingsvalvet Fastighets AB ser. ,[],1752850561,STO,-9.189188,1.63,0.6080017,0.017992474,-0.29499817,-0.008502614,15,0,False,False,1563174000000,0.6000023,33.2 - 35.2,Stockholm,1769,4.000002,0.13157901,30.4 - 40.0,-5.5999985,-0.13999996,1.7751547,34.4,finmb_612218594,Europe/Stockholm,CEST,7200000,se_market,False,
