address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,forwardPE,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,corporateActions,regularMarketTime,trailingPegRatio
Västberga Allé 25,Hägersten,126 30,Sweden,46 8 54 06 06 09,https://www.qben.se,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Qben Infra AB (publ) engages in the infrastructure business in the Nordics. The company undertakes railway, energy infrastructure, telecommunication, electrification, construction and civil engineering, industrial building, and real estate projects. It also provides testing, inspection, and certification services for infrastructure and industrial assets. The company was incorporated in 2001 and is based in Hägersten, Sweden. Qben Infra AB (publ) operates as a subsidiary of Rsg Stockholm Ab.","[{'maxAge': 1, 'name': 'Mr. Fredrik  Arpe', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Anderson', 'age': 47, 'title': 'Founder, Head of BD in Construction & Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patrik  Egeland', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Martin  Bernsten', 'age': 38, 'title': 'Chief Operating Officer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,9.66,9.6,9.54,9.74,9.66,9.6,9.54,9.74,0.0,3125,3125,40197,32628,32628,9.54,9.68,817969920,9.24,18.6,10.868,11.714704,0.0,0.0,SEK,False,10.898876,0.0,77213000,0.68944,0.0,84326800,-3.2,-0.37878788,0.10611236,EQUITY,9.7,14.0,14.0,14.0,14.0,none,1,0.0,0.0,0.0,QBEN.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Qben Infra AB,Qben Infra AB (publ),STO,finmb_683529968,Europe/Stockholm,CEST,7200000,se_market,False,0.41407827,9.7,False,0.03999996,9.54 - 9.74,Stockholm,40197,0.46000004,0.049783554,9.24 - 18.6,-8.900001,-0.47849464,-37.878788,-3.2,0.64,15.15625,-1.1680002,-0.107471496,-2.0147038,-0.17198077,15,0,False,1732867200000,CLOSED,[],1752843493,
