address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Kungsgatan 9,Stockholm,111 43,Sweden,https://www.maximument.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Maximum Entertainment AB, an entertainment company, engages in the development, publishing, transmedia, sale, and operation of video games in North America, Europe, Asia, and internationally. It also sells game accessories and other game-related merchandise. The company was formerly known as Zordix AB (publ) and changed its name to Maximum Entertainment AB in August 2023. Maximum Entertainment AB was incorporated in 2009 and is headquartered in Stockholm, Sweden.",115,"[{'maxAge': 1, 'name': 'Mr. Philippe  Cohen', 'age': 57, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 480000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ludvig  Lindberg', 'age': 36, 'title': 'Deputy CEO & Head of People', 'yearBorn': 1988, 'fiscalYear': 2024, 'totalPay': 279648, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Resmark MSc', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Shane  Bierwith', 'title': 'Head of Publishing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Bruce  Hayles', 'title': 'Head of Product & Studio', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.229,0.229,0.225,0.252,0.229,0.229,0.225,0.252,0.0,0.483,31514,31514,89694,26197,26197,0.227,0.252,13448888,0.182,1.445,0.17921576,0.26218,0.542835,0.0,0.0,SEK,False,55855860,-0.45026,27262666,49110200,0.0,0.000120000004,54011600,0.534,0.46629214,1735603200,1767139200,1743379200,-33789000,-7.46,0.744,5.429,-0.7974895,0.10611236,EQUITY,0.249,none,2641000,0.052,10289000,45106000,0.19,0.299,75043000,165.375,1.473,-0.01575,-0.79516,21565000,9918875,13251000,-0.246,0.28737,0.13711001,-0.18185,EUR,MAXENT-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Maximum Entertainment AB ser. B,Maximum Entertainment AB,8.733623,0.249,[],1752851841,STO,finmb_116846304,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,False,False,1690354800000,0.019999996,0.225 - 0.252,Stockholm,89694,0.067,0.36813188,0.182 - 1.445,-1.1960001,-0.8276817,-79.748955,-7.46,-0.013180003,-0.050270814,-0.29383498,-0.5412971,15,0,
