address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,trailingPegRatio
Heliosgatan 3,Stockholm,120 30,Sweden,46 84 49 25 00,https://www.firefly.se,Building Products & Equipment,building-products-equipment,Building Products & Equipment,Industrials,industrials,Industrials,"Firefly AB (publ) develops and sells industrial fire prevention and protection systems for the process industry worldwide. The company offers customized fire prevention systems and components that monitors industrial manufacturing processes in various areas, such as wood processing, tissue paper, food, biofuel, thermal power plant and recycling. It also offers systems for monitoring infrastructure subway, train, road, and cable tunnel systems. The company also offers commissioning, technical support, maintenance, and training services, as well as spare parts management. It serves wood panel, port facility, power generation, bioenergy, food, pulp and paper, and hygiene industries. The company sells its products and services directly to customers through distributors. Firefly AB (publ) was incorporated in 1967 and is based in Stockholm, Sweden.",168,"[{'maxAge': 1, 'name': 'Mr. Anders  Bergstrom', 'age': 55, 'title': 'CEO & MD', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 2966884, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lennart  Jansson', 'age': 66, 'title': 'Director', 'yearBorn': 1958, 'fiscalYear': 2024, 'totalPay': 7508040, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Agneta  Thelander', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Gustafsson', 'age': 45, 'title': 'Operations Manager', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Karla Yunuen Kvistedal', 'age': 38, 'title': 'Director of Product & Strategic Accounts', 'yearBorn': 1986, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Roger  Elmberg', 'age': 49, 'title': 'Production Manager', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,190.6,190.0,190.0,194.8,190.6,190.0,190.0,194.8,5.5,2.96,1745971200,0.5176,3.11,0.537,21.243185,1615,1615,1542,2219,2219,193.0,194.8,0,0,1169072768,159.0,222.0,2.3317938,183.56,185.337,5.5,0.028856242,SEK,False,1039033088,0.10985,2487880,6001400,0.65968,0.03751,6046770,31.358,6.212131,1735603200,1767139200,1743379200,0.018,55075000,9.17,2.072,13.947,-0.09814817,0.12969577,5.5,1745971200,EQUITY,194.8,none,76027000,12.668,74497504,0,2.115,3.146,501361984,83.541,0.14446999,0.31439,207812000,26390500,44170000,0.018,0.036,0.41449,0.14859,0.14696,SEK,FIRE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Firefly AB,Firefly AB (publ),False,1197878400000,4.199997,190.0 - 194.8,Stockholm,1542,35.800003,0.22515725,159.0 - 222.0,-27.199997,-0.12252251,-9.814816,9.17,11.2400055,0.061233416,9.462997,0.051058326,15,0,False,2.203566,194.8,[],1752679054,STO,finmb_6221957,Europe/Stockholm,CEST,7200000,se_market,False,PREPRE,
