address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,corporateActions,regularMarketTime,trailingPegRatio
Klarabergsviadukten 63,Box 190,Stockholm,10123,Sweden,46 86 01 38 00,https://www.generic.se,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Generic Sweden AB, a technology company, provides messaging services for all applications. It also offers a platform for digital communication services. The company was incorporated in 1993 and is headquareted in Stockholm, Sweden.",22,"[{'maxAge': 1, 'name': 'Helene  Henriksson', 'age': 60, 'title': 'CEO & President', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Susanne  Lundin', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Rasmusson', 'age': 48, 'title': 'Chief Technology Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Madelene  Persson', 'age': 41, 'title': 'Marketing Manager', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Daniel  Shnira', 'age': 36, 'title': 'C.C.O.', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,54.8,55.1,54.3,55.3,54.8,55.1,54.3,55.3,1.6,2.82,1747353600,0.625,2.28,0.773,22.791666,22.145748,13718,13718,24816,15130,15130,54.3,54.8,0,0,688322944,38.5,64.0,3.820684,58.28,54.597,1.6,0.029197082,SEK,False,650105536,0.16319999,4299626,12292000,0.64235,0.17378001,12583600,5.122,10.679421,1735603200,1767139200,1743379200,0.385,29401000,2.4,2.47,3.609,17.565,0.12269938,0.10611236,1.6,1747353600,EQUITY,54.7,none,46852000,3.812,37012000,0,2.548,3.21,180156992,14.677,0.24577999,0.51155,47424000,10979125,20614000,0.398,0.066,0.26323998,0.20544,0.21506001,SEK,GENI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,15,0,False,False,1226908800000,-0.099998474,54.3 - 55.3,Stockholm,24816,16.2,0.42077923,38.5 - 64.0,-9.299999,-0.14531249,12.2699375,1755752400,1755752400,1755752400,False,2.4,2.47,2.92,18.732876,-3.579998,-0.06142756,0.10300064,0.0018865623,-0.18247896,54.7,STO,finmb_29396120,Europe/Stockholm,CEST,7200000,se_market,False,Generic Sweden AB,Generic Sweden AB,[],1752852576,
