address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,longName,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Gunnebogatan 34,Spånga,163 53,Sweden,46 86 43 10 00,https://www.triboron.com,Specialty Chemicals,specialty-chemicals,Specialty Chemicals,Basic Materials,basic-materials,Basic Materials,"Tribox Group AB (publ) operates as an environmental technology company in Sweden. It engages in the development and sale of biofuel. The company also offers consumer and professional fuel formulas, two-stroke formula concentrates, and two-stroke injection formulas. Tribox Group AB (publ) was formerly known as Triboron International AB (publ) and changed its name to Tribox Group AB (publ) in June 2025. The company was incorporated in 2013 and is based in Spånga, Sweden.",16,"[{'maxAge': 1, 'name': 'Robert  Thoren', 'age': 47, 'title': 'CEO & CFO', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jonas  Jansson', 'title': 'IT & Operations Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Ian  Field', 'age': 70, 'title': 'Chief Technology Officer', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Par  Krossling', 'age': 57, 'title': 'Head of Advisory Board & Business Development', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tomaz  Medves', 'age': 48, 'title': 'Chief Executive Officer of Tekat Ltd.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Per  Eriksson', 'age': 59, 'title': 'Chief Executive Officer of Elite Oil i Skandinavien AB', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.257,0.272,0.257,0.275,0.257,0.272,0.257,0.275,0.0,0.902,305594,305594,514807,619065,619065,0.257,0.27,0,0,46236960,0.1675,0.535,0.36303577,0.27804,0.33981,0.0,0.0,SEK,False,52532472,-0.05767,94870054,171248000,0.44551998,0.0,174506000,0.137,1.970803,1735603200,1767139200,1743379200,-7345000,-0.04,0.412,-13.097,-0.36057693,0.10611236,EQUITY,0.27,none,7217000,0.041,-4011000,15076000,0.698,1.271,127362000,62.869,0.73,-0.047220003,-0.34669998,27948000,-11754875,-393000,0.184,0.21944,-0.031489998,0.02039,SEK,TRIBO-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Tribox Group AB ser. B,-0.008039981,-0.028916636,-0.06981,-0.20543833,15,0,0.013000011,0.257 - 0.275,Stockholm,514807,0.10250001,0.6119403,0.1675 - 0.535,-0.26500002,-0.49532712,-36.057693,-0.04,False,False,1554706800000,Tribox Group AB (publ),CLOSED,5.05837,0.27,[],1752852260,STO,finmb_550939299,Europe/Stockholm,CEST,7200000,se_market,False,
