address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketChangePercent,regularMarketPrice,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketTime,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Carl Gustafs Väg 1,Malmö,217 42,Sweden,46 4 06 60 20 00,https://www.heimstaden.com,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Heimstaden AB (publ) owns, develops, and manages residential properties in Sweden, Germany, Denmark, the Netherlands, the Czech Republic, Norway, Finland, the United Kingdom, and Poland. The company was founded in 2004 and is based in Malmö, Sweden. Heimstaden AB (publ) is a subsidiary of Fredensborg AS.",1921,"[{'maxAge': 1, 'name': 'Mr. Christian Winther Fladeland', 'age': 38, 'title': 'Co-Chief Executive Officer & Chief Investment Officer', 'yearBorn': 1986, 'fiscalYear': 2024, 'totalPay': 3000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Helge  Krogsböl', 'age': 56, 'title': 'Co-Chief Executive Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 4000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Thomas Alexander Hansen', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  Spina', 'age': 37, 'title': 'Chief Operating Officer', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Philip  Mellberg', 'title': 'Chief Accounting Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rutger  Kaeding', 'title': 'Head of Corporate Finance', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rodin  Lie', 'age': 50, 'title': 'Chief Technology Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Malin M. Lethenstrom', 'title': 'Head of IR', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eva Moland Torsleff', 'title': 'Chief Legal Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian Vammervold Dreyer', 'age': 50, 'title': 'Chief Communications & Public Affairs Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,16.9,16.86,16.4,17.0,16.9,16.86,16.4,17.0,2.0,15.87,1712188800,9.65,1.244,0.19029821,56052,56052,49303,52081,52081,16.62,16.7,0,0,259648272,10.74,18.56,0.01473349,15.2452,14.7944,0.0,0.0,SEK,False,301649526784,0.27073,15547800,0.13288,0.072399996,124.17,0.13449304,1735603200,1767139200,1743379200,4770999808,87.757,10:1,1619136000,17.117,28.805,0.5154265,0.12969577,0.5,1712188800,EQUITY,16.7,none,4531999744,23.773,10471999488,186228998144,0.252,0.48,17622999040,128.315,92.255,0.01787,0.094969995,11511000064,2647749888,2212000000,0.008,0.65318,0.59422,0.55536,SEK,HEIM-PREF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],-1.1834252,16.7,Heimstaden AB Pref,Heimstaden AB (publ),STO,finmb_20562059,Europe/Stockholm,CEST,7200000,se_market,False,1752678082,PREPRE,-0.19999886,16.4 - 17.0,Stockholm,49303,5.960001,0.5549349,10.74 - 18.56,-1.8599987,-0.10021545,51.542652,87.757,1.4548006,0.0954268,1.9056005,0.12880553,15,0,False,False,1434006000000,
