address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
CV-gatan 38B,Örebro,703 82,Sweden,46 19 23 53 63,https://www.candles.se,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Candles Scandinavia AB (publ) manufactures and sells scented candles based on plant-based wax made of rapeseed oil. It distributes candles under private labels, such as Yankee Candle, WoodWick, Blanche, Olivia & Co, Millefiori Milano, and Leyonore, as well as own brands. Candles Scandinavia AB (publ) was incorporated in 2009 and is based in Örebro, Sweden.",64,"[{'maxAge': 1, 'name': 'Mr. Viktor  Garmiani', 'age': 47, 'title': 'Founder, CEO, President & Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nina  Garmiani', 'age': 46, 'title': 'Founder, Project Manager & Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Fredell', 'age': 42, 'title': 'Vice President, COO & CFO', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dean  Proudfoot', 'age': 55, 'title': 'CCO', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,28.6,28.7,27.3,28.8,28.6,28.7,27.3,28.8,0.0,0.797,15200,15200,11314,16439,16439,28.2,28.6,242229840,13.4,32.3,1.3529743,23.937,19.945,0.0,0.0,SEK,False,318525312,-0.03556,506434,7651070,9072280,9.083,3.1267202,1745971200,1777507200,1745971200,-6366238,-0.01,1.779,60.803,0.07228911,0.10611236,EQUITY,28.4,none,352990,0.041,5238662,67997296,0.581,1.855,179035072,86.535,20.698,0.00855,-0.07843,-7693019,-3307897,-2024210,0.164,-0.042969998,0.029260002,0.094919994,SEK,CANDLE-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Candles Scandinavia AB ser. B,Candles Scandinavia AB (publ),CLOSED,-0.6993033,28.4,[],1752851619,STO,finmb_260030961,Europe/Stockholm,CEST,7200000,se_market,False,False,1636358400000,-0.20000076,27.3 - 28.8,Stockholm,11314,15.0,1.119403,13.4 - 32.3,-3.8999996,-0.12074303,7.228911,-0.01,4.4629993,0.18644772,8.455,0.42391577,15,0,False,
