address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,cryptoTradeable,marketState,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Medicon Village,Scheeletorget 1,Lund,223 63,Sweden,46 1 02 18 93 00,https://chemotech.se,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Scandinavian ChemoTech AB (publ) offers cancer care and pain management solutions in Sweden. The company offers IQWave, an electroporation device, used for electrochemotherapy and treatment of head and neck cancer, squamous cell carcinoma, malignant melanoma, basal cell carcinoma, adenocarcinoma of the breast and salivary gland, hypernephroma, kaposi sarcoma, and transitional cell carcinoma. It also offers Vetiqure for the treatment of superficial tumors in dogs, cats, and horses. The company markets its products through distribution channels and a network of human medicine opinion leaders in the Middle East, Asia, India, and Africa. Scandinavian ChemoTech AB (publ) was incorporated in 2013 and is headquartered in Lund, Sweden.",3,"[{'maxAge': 1, 'name': 'Mr. Stefan Mohan Frick', 'age': 50, 'title': 'Founder, CEO, President & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ann  Ohlsson', 'age': 58, 'title': 'Head of Finance', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.08,2.06,2.0,2.06,2.08,2.06,2.0,2.06,0.0,1.45,673,673,47366,47472,47472,1.98,2.06,0,0,46123400,0.88,3.0,5.9955025,1.9771,1.60465,0.0,0.0,SEK,False,39368080,-1.7985201,13841345,21692300,0.31439,0.01872,23344000,0.158,13.037973,1735603200,1767139200,1743379200,-13836000,-0.55,5.117,-3.171,0.075268865,0.10611236,EQUITY,2.06,3.1,3.1,3.1,3.1,none,1,1017000,0.044,-12414000,0,0.473,0.849,7693000,0.35,-0.53643,-2.38881,5416000,-5342125,-14612000,0.838,0.70402,-1.61367,-1.03843,SEK,CMOTEC-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_408862883,Europe/Stockholm,CEST,7200000,se_market,False,[],1752850989,-0.96153754,2.06,-0.01999998,2.0 - 2.06,Stockholm,47366,1.18,1.340909,0.88 - 3.0,-0.94000006,-0.31333336,7.5268865,False,CLOSED,Scandinavian ChemoTech AB B,Scandinavian ChemoTech AB (publ),False,1481011200000,-0.55,0.08289993,0.041930065,0.45534992,0.28376898,15,0,
