address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,trailingPegRatio
Juha Vainion katu 2,Kotka,48100,Finland,358 4408 22268,https://www.nitrogames.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Nitro Games Oyj develops and publishes mobile games in the European Union, North America, the United Kingdom, and internationally. It also provides development services for companies and brands. The company was incorporated in 2007 and is headquartered in Kotka, Finland.",49,"[{'maxAge': 1, 'name': 'Mr. Jussi  Tahtinen B.A.', 'age': 43, 'title': 'Co-Founder, CEO, MD & Member of Management Board', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antti  Villanen B.Sc.', 'age': 51, 'title': 'Co-Founder, Chief Strategy Officer, Member of Management Board & Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Matti  Nikkola M.Sc.', 'age': 53, 'title': 'CFO & Member of the Management Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Samppa  Ronka B.E.', 'age': 42, 'title': 'CTO & Member of Management Board', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antti  Ruonala', 'title': 'Head of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jussi  Immonen M.Sc.', 'age': 48, 'title': 'Chief Commercial Officer & Member of Management Board', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Renata  Bakieva', 'title': 'Head of Business Development', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Milka  Tarkiainen', 'title': 'Director of PeopleOps', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,1.5,1.508,1.43,1.508,1.5,1.508,1.43,1.508,0.0,0.883,6.33913,-1.2789474,132277,132277,34451,37882,37882,1.45,1.458,0,0,36339772,1.12,3.66,3.2583973,1.48544,1.984325,0.0,0.0,SEK,False,37016272,0.03824,8531361,24924400,0.54858,0.01444,25132400,0.1,14.579999,1735603200,1767139200,1743379200,-0.455,426531,0.23,-1.14,3.319,28.597,-0.52670807,0.10611236,EQUITY,1.458,3.0897462,3.0897462,3.0897462,3.0897462,none,1,1090160,0.044,1294425,2913229,1.836,2.087,11152652,117.247,0.447,0.05021,0.19664,8106679,-2957889,316100,-0.455,-0.09,0.72688,0.116059996,0.0357,EUR,NITRO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852598,STO,finmb_116248465,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-2.8000035,1.458,-0.042000055,1.43 - 1.508,Stockholm,34451,0.33799994,0.30178565,1.12 - 3.66,-2.2020001,-0.6016394,-52.670807,1755531000,1755531000,1755531000,1745825400,1745825400,False,0.23,-1.14,-0.027440071,-0.018472688,-0.5263251,-0.26524138,15,0,Nitro Games Oyj,Nitro Games Oyj,False,1497596400000,False,
