address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,shortName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,longName,hasPrePostMarketData,firstTradeDateMilliseconds,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Uppsala Business Park,Virdings Allé 32 B,Uppsala,754 50,Sweden,46 7 06 93 12 53,https://www.quiapeg.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Quia Pharma AB (publ) engages in the research, development, and commercialization of medicines based on Uni-Qleaver, a drug delivery platform. The company develops drugs through its pegylation technology platform. Its product pipeline includes QPG-1030 (pegylated teduglutide) for the treatment of short bowel syndrome, and QPG-1029 under pre-clinical development for stable plasma concentration, as well as antibody-drug conjugates being developed using the company's Uni-Qleaver technology-platform. The company was formerly known as QuiaPEG Pharmaceuticals Holding AB (publ) and changed its name to Quia Pharma AB (publ). Quia Pharma AB (publ) was founded in 2004 and is headquartered in Uppsala, Sweden.",2,"[{'maxAge': 1, 'name': 'Dr. Vidar  Wendel-Hansen M.D., Ph.D.', 'age': 65, 'title': 'Chief Medical Officer & Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcus  Bosson', 'age': 56, 'title': 'MD, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 2407225, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hjordis  Berg', 'age': 69, 'title': 'Chief Financial Officer', 'yearBorn': 1955, 'fiscalYear': 2022, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Supaporn  Sawadjoon', 'age': 46, 'title': 'Head of Operations', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 939872, 'exercisedValue': 0, 'unexercisedValue': 0}]",1672444800,[],86400,4,0.003,0.0029,0.0026,0.003,0.003,0.0029,0.0026,0.003,1490832000,0.0,0.546,7718371,7718371,17528112,22222668,22222668,0.0027,0.003,7599101,0.0026,0.0788,16.519785,0.005484,0.011860375,0.0,0.0,SEK,False,6894489,0.0,1669752976,2620379904,0.00494,0.00097000005,2218870016,0.007,0.4142857,1735603200,1767139200,1735603200,-33379000,-0.02,1:100,1690848000,14.988,-0.6,-0.9346847,0.11729753,19.566504,1465430400,EQUITY,0.0029,none,2000,0.0,-11491000,500000,0.121,0.164,460000,4.2,0.0,-0.28347,-2.45841,332000,-4797250,-10171000,0.72174,0.0,3.47263,SEK,QUIA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-93.46847,-0.02,-0.002584,-0.4711889,-0.008960376,-0.7554884,QUIA PHARMA AB,-0.00010000006,0.0026 - 0.003,Stockholm,17528112,0.00029999996,0.1153846,0.0026 - 0.0788,-0.0759,-0.963198,[],1752592579,STO,finmb_724830,Europe/Stockholm,CEST,7200000,se_market,False,-3.3333354,0.0029,PREPRE,Quia Pharma AB (publ),False,1119337200000,15,0,False,
