address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,esgPopulated,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,trailingPegRatio
Östnorsvägen 95,Mora,792 95,Sweden,46 2 50 59 60 00,https://www.fmmattssongroup.com,Building Products & Equipment,building-products-equipment,Building Products & Equipment,Industrials,industrials,Industrials,"FM Mattsson AB (publ) develops, manufactures, and sells water taps and related products for bathrooms and kitchens in Sweden, Norway, Denmark, Finland, Benelux, the United Kingdom, Germany, Italy, and internationally. The company offers products under the FM Mattsson, Mora Armatur, Damixa, Hotbath, Aqualla, and Adamsez brands. It serves real estate companies and public sectors. The company was formerly known as FM Mattsson Mora Group AB (publ) and changed its name to FM Mattsson AB (publ) in 2022. FM Mattsson AB (publ) was founded in 1865 and is headquartered in Mora, Sweden.",565,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Skarp', 'age': 49, 'title': 'Group CEO & President', 'yearBorn': 1975, 'fiscalYear': 2024, 'totalPay': 4855000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Gallacher', 'age': 44, 'title': 'CFO & Secretary of the Board', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,61.8,59.6,59.0,61.2,61.8,59.6,59.0,61.2,2.0,3.31,1763424000,0.91580003,0.72,22.27106,14.793187,2124,2124,5303,2401,2401,60.4,60.8,0,0,2480895232,43.0,62.0,1.2979188,59.624,52.291,2.0,0.03236246,SEK,False,2489949952,0.060489997,18292069,36241400,0.37467998,0.21697001,42310400,24.878,2.4439263,1735603200,1767139200,1743379200,0.486,115625000,2.73,4.11,3:1,1654646400,1.303,9.526,0.14716983,0.12969577,1.0,1763424000,EQUITY,60.8,none,150100000,3.548,261384000,84500000,1.112,2.397,1911441024,8.028,45.177,0.052699998,0.10786,711169024,134136128,201306000,0.486,0.061,0.37206,0.13675,0.098529994,SEK,FMM-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,FM Mattsson AB ser. B,FM Mattsson AB (publ),False,STO,finmb_4730664,Europe/Stockholm,CEST,7200000,se_market,-1.618123,60.8,False,[],1752679798,False,1491807600000,-1.0,59.0 - 61.2,Stockholm,5303,17.8,0.41395348,43.0 - 62.0,-1.2000008,-0.019354852,14.716983,1756378740,1756378740,1756378740,1708682400,1708682400,False,2.73,4.11,1.1759987,0.01972358,8.508999,0.16272396,15,0,FM Mattsson Mora Group AB (publ),2025-07-16,
