address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,trailingPegRatio
Drakegatan 10,Gothenburg,412 50,Sweden,https://www.sleepcycle.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Sleep Cycle AB (publ) engages in providing sleep tracking applications in Sweden. It develops sleep and health platforms. The company offers Sleep Cycle app, an application that provides sleep-related solutions. Sleep Cycle AB (publ) was incorporated in 2001 and is based in Gothenburg, Sweden.",33,"[{'maxAge': 1, 'name': 'Mr. Erik  Jivmark', 'age': 42, 'title': 'Chief Executive Officer', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 5805000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elisabeth  Hedman', 'age': 39, 'title': 'CFO & Head of Investor Relations', 'yearBorn': 1985, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Kageback', 'age': 43, 'title': 'Chief Technology Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Prof. Mike  Gradisar', 'title': 'Head of Sleep Science', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Alsterberg', 'age': 47, 'title': 'Chief Commercial Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Petter  Hoglander', 'age': 39, 'title': 'Chief Product Officer', 'yearBorn': 1985, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,30.75,30.65,30.65,31.65,30.75,30.65,30.65,31.65,1.85,6.09,1744156800,0.4063,0.187,9.796875,15.833333,10963,10963,43426,17249,17249,31.0,31.4,635702784,28.55,49.4,2.4171486,31.26,38.97375,1.85,0.060162604,SEK,False,469032928,0.24681,6537486,20277600,0.71385,0.1258,20443800,4.599,6.8166995,1735603200,1767139200,1743379200,0.197,64910000,3.2,1.98,1.783,5.868,-0.09626436,0.10611236,1.3,1712880000,EQUITY,31.35,49.0,26.0,38.5,40.5,0.0,strong_buy,3,157071008,7.746,79928000,9666000,1.299,1.521,262996992,10.366,12.97,0.19587,0.78313005,150876000,38829124,62096000,0.197,0.023,0.57368,0.30391002,0.26326,SEK,SLEEP.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Sleep Cycle AB,Sleep Cycle AB (publ),1.9512209,31.35,[],1752852573,STO,finmb_576462625,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,False,False,1623135600000,0.6000004,30.65 - 31.65,Stockholm,43426,2.8000011,0.098073594,28.55 - 49.4,-18.050001,-0.36538464,-9.626436,1755876600,1755876600,1755876600,False,3.2,1.98,2.855,10.980736,0.09000015,0.0028790836,-7.6237507,-0.19561245,15,0,0.0 - Strong Buy,
