address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,regularMarketTime,marketState,corporateActions,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Idrottsvägen 1,Stenungsund,444 31,Sweden,46 304 67 44 32,https://www.vikingsupply.com,Marine Shipping,marine-shipping,Marine Shipping,Industrials,industrials,Industrials,"Viking Supply Ships AB (publ) provides offshore anchor handling and ice-breaking services to oil industry primarily in Arctic and North Sea. The company offers ice-classed Anchor Handling Tug Supply (AHTS), which performs icebreaking and tasks in the offshore industry such as repositioning of rigs and anchor handling. It operates through the fleet of 6 vessels. The company operates in Sweden, Norway, Denmark, France, the United Kingdom, Netherland, Spain, Italy, Greece, Canada, Singapore, and internationally. The company was formerly known as Rederi AB TransAtlantic (publ) and changed its name to Viking Supply Ships AB (publ) in April 2015. Viking Supply Ships AB (publ) was founded in 1946 and is headquartered in Stenungsund, Sweden. Viking Supply Ships AB (publ) is a subsidiary of Viking Invest AS.",6,"[{'maxAge': 1, 'name': 'Mr. Trond  Myklebust', 'age': 65, 'title': 'CEO & President', 'yearBorn': 1959, 'fiscalYear': 2024, 'totalPay': 4500000, 'exercisedValue': 0, 'unexercisedValue': 0}]",8,10,2,8,10,1748736000,1735603200,[],86400,2,116.5,116.0,116.0,116.0,116.5,116.0,116.0,116.0,1551916800,0.0,5.69,0.035,313.51352,562,562,1209,386,386,116.5,118.5,0,0,1487572352,79.2,122.0,2.23118,117.02,102.461,0.0,0.0,SEK,False,1957057792,-0.027929999,2193506,12532700,0.05045,0.83717,13215900,150.018,0.7732405,1735603200,1767139200,1743379200,5373000,0.37,1:100,1516838400,2.935,11.47,0.06944442,0.10611236,106.74058,1551916800,EQUITY,116.0,none,148000000,11.248,170618000,605000000,0.771,1.693,666720000,30.648,50.663,0.01762,0.00264,344372992,214990880,225456000,-0.075,0.51652,0.25591,0.04082,SEK,VSSAB-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Viking Supply Ships AB ser. B,STO,finmb_4481455,Europe/Stockholm,CEST,7200000,se_market,False,Viking Supply Ships AB (publ),1752741618,PREPRE,[],-0.42918456,116.0,False,946886400000,-0.5,116.0 - 116.0,Stockholm,1209,36.800003,0.46464652,79.2 - 122.0,-6.0,-0.04918033,6.944442,1755239400,1755239400,1755239400,False,0.37,-1.0199966,-0.0087164305,13.539001,0.1321381,15,0,False,
