address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,marketState,shortName,trailingPegRatio
HumlegArdsgatan 20,4 tr,Stockholm,114 46,Sweden,46 84 07 55 00,https://ogunsen.se,Staffing & Employment Services,staffing-employment-services,Staffing & Employment Services,Industrials,industrials,Industrials,"Ogunsen AB (publ) offers recruitment and consultancy services for specialists and managers in economics and finance sectors in Sweden. It also offers executive search and consulting services. The company was formerly known as SJR in Scandinavia AB (publ) and changed its name to Ogunsen AB (publ) in November 2021. Ogunsen AB (publ) was incorporated in 1992 and is headquartered in Stockholm, Sweden.",420,"[{'maxAge': 1, 'name': 'Mr. Per  Ogunro', 'age': 63, 'title': 'Founder & Chairman', 'yearBorn': 1961, 'fiscalYear': 2024, 'totalPay': 2275000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kent  Sangler', 'age': 61, 'title': 'CEO & President', 'yearBorn': 1963, 'fiscalYear': 2024, 'totalPay': 3240000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Lidberg', 'age': 59, 'title': 'Deputy CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Elin  Akerlund', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Petra  Fornell', 'age': 54, 'title': 'Compliance Officer & Sustainability Manager', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Michaela  Björsell', 'age': 44, 'title': 'Head of HR', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Carolina  Engstrom', 'age': 45, 'title': 'Managing Director of Wes', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,24.5,24.35,24.05,24.85,24.5,24.35,24.05,24.85,1.9,7.18,1744329600,2.3448,5.81,0.704,17.13793,7.3303833,11294,11294,11600,13645,13645,24.7,24.85,283198048,24.05,35.55,0.6254678,26.343,29.377,1.9,0.07755102,SEK,False,261457040,0.03457,8951121,9858300,0.37564,0.05059,11396300,6.813,3.6474388,1735603200,1767139200,1743379200,-0.646,15654000,1.45,3.39,3:1,1464566400,0.577,10.892,-0.2575301,0.10611236,1.9,1744329600,EQUITY,24.85,none,37500000,3.486,24004000,14400000,1.687,1.687,452777984,19.645,42.086,0.08224,0.18691,69084000,43366000,29495000,-0.646,-0.089,0.15258001,0.05301,0.05218,SEK,OGUN-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,False,1173168000000,0.35000038,24.05 - 24.85,Stockholm,11600,0.80000114,0.033264082,24.05 - 35.55,-10.699999,-0.3009845,-25.75301,[],1752852590,STO,finmb_32942628,Europe/Stockholm,CEST,7200000,se_market,False,Ogunsen AB (publ),1755844200,1755844200,1755844200,False,1.45,3.39,2.12,11.721699,-1.493,-0.056675397,-4.5270004,-0.15410015,15,0,1.428573,24.85,CLOSED,Ogunsen AB ser. B,
