address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Frihamnen 16 B,Gothenburg,417 70,Sweden,https://www.envirosystems.se,Waste Management,waste-management,Waste Management,Industrials,industrials,Industrials,"Scandinavian Enviro Systems AB (publ) develops, builds, owns, and operates facilities for material recovery of resources from used tires in Sweden and internationally. The company's recoverable materials includes carbon black, oil, steel, and gas. Scandinavian Enviro Systems AB (publ) was incorporated in 2001 and is headquartered in Gothenburg, Sweden.",46,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Emilson', 'age': 55, 'title': 'Chief Executive Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Aaben', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Olofsson', 'age': 53, 'title': 'Sales Manager', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Rothelius', 'age': 43, 'title': 'Chief Platform Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Maria  Tellblom', 'age': 51, 'title': 'Manager of R&D', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.755,0.76,0.743,0.774,0.755,0.76,0.743,0.774,0.0,1.408,Infinity,-15.039999,2339449,2339449,3392061,4807204,4807204,0.75,0.755,0,0,868770560,0.66,2.64,7.210851,0.8044356,1.4683739,0.0,0.0,SEK,False,620667328,-0.0047299997,707442202,1095769984,0.1851,0.1121,1155280000,0.451,1.6674057,1735603200,1767139200,1743379200,-570000,0.0,-0.05,5:1,1396396800,5.152,49.753,-0.6775423,0.10611236,EQUITY,0.752,4.0,4.0,4.0,4.0,none,1,31233000,0.039,12475000,4188000,0.865,1.019,120481000,1.15,0.149,-0.00587,-0.00156,61910000,-128695000,-31328000,-0.872,0.51386,0.10354,-3.25656,SEK,SES.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1403074800000,CLOSED,Scandinavian Enviro Systems AB,Scandinavian Enviro Systems AB (publ),[],1752852594,STO,finmb_47377381,Europe/Stockholm,CEST,7200000,se_market,False,-0.39735377,0.752,-0.003000021,0.743 - 0.774,Stockholm,3392061,0.09199995,0.13939385,0.66 - 2.64,-1.8880001,-0.71515155,-67.754234,1755773940,1755773940,1755773940,False,0.0,-0.05,-0.05888,-12.771738,-0.052435637,-0.06518314,-0.7163739,-0.48786888,15,0,False,
