address1,address2,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,longName,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Djuphamnsvägen 9,Köpmanholmen,Örnsköldsvik,893 40,Sweden,https://www.cinis-fertilizer.com,Agricultural Inputs,agricultural-inputs,Agricultural Inputs,Basic Materials,basic-materials,Basic Materials,"Cinis Fertilizer AB (publ), a green tech company, produces and sells mineral fertilizers by recycling industrial waste products in Sweden. The company offers water soluble sulfate of potash by upcycling waste products from the pulp and paper industry, and the electric vehicle battery industry. It also provides fossil-free sodium chloride as a byproduct. Cinis Fertilizer AB (publ) was incorporated in 2018 and is headquartered in Örnsköldsvik, Sweden.",42,"[{'maxAge': 1, 'name': 'Mr. Roger  Johansson', 'age': 56, 'title': 'Founder & Independent Chairman of the board', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 200000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jakob  Liedberg', 'age': 52, 'title': 'Founder & CEO', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 1656851, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Andersson', 'age': 53, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Roger  Svensk', 'age': 57, 'title': 'Chief Operating Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Charlotte  Becker', 'age': 32, 'title': 'Director of IR, Communication & Marketing', 'yearBorn': 1992, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.825,0.824,0.8,0.919,0.825,0.824,0.8,0.919,0.0,-0.875,9.888888,249302,249302,552153,2218577,2218577,0.888,0.89,205788480,0.57,29.75,1.6663035,1.1619214,7.246785,0.0,0.0,SEK,False,588717632,-1.53441,47526594,220095008,0.26236,0.01158,231223008,2.788,0.31922522,1735603200,1767139200,1743379200,-189500000,-1.93,0.09,4.767,-4.968,-0.9752896,0.10611236,EQUITY,0.89,none,23900000,0.33,-118500000,536899968,0.205,0.468,123500000,265.529,1.703,-0.10042,-0.63945,-500000,-175024992,-124900000,103.625,-0.00405,-0.95950997,-0.23059,SEK,CINIS.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Cinis Fertilizer AB,-0.2719214,-0.23402736,-6.3567853,-0.87718695,15,0,0.065,0.8 - 0.919,Stockholm,552153,0.32,0.5614035,0.57 - 29.75,-28.86,-0.9700841,-97.52896,-1.93,0.09,-0.34,-2.617647,False,False,1666335600000,Cinis Fertilizer AB (publ),CLOSED,7.878788,0.89,[],1752852160,STO,finmb_671573840,Europe/Stockholm,CEST,7200000,se_market,False,
