address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
Lästmakargatan 20,Stockholm,111 44,Sweden,46 08 22 90 00,https://www.intea.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Intea Fastigheter AB (publ), an entrepreneurial real estate company, invests in developing and managing properties for social infrastructure in Sweden. The company's portfolio includes properties and projects in the categories of justice, higher education, health care, and other public sector activities. The company was incorporated in 2015 and is based in Stockholm, Sweden.",57,"[{'maxAge': 1, 'name': 'Mr. Christian  Haglund', 'age': 45, 'title': 'Founder & Director', 'yearBorn': 1979, 'fiscalYear': 2024, 'totalPay': 263000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Charlotta  Wallman Horlin', 'age': 48, 'title': 'Chief Executive Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Ekstrom', 'age': 56, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Therese  Magnusson', 'age': 42, 'title': 'Operations Manager', 'yearBorn': 1982, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Johanna  Lundstrom', 'title': 'Group Accounting Manager', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Jacobsson', 'age': 53, 'title': 'Head of Business Development & Projects', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Johanna  Thideman', 'title': 'CEO of Intea Halmstad', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lisa  Ek', 'title': 'Controller', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Elwing', 'title': 'CEO of Intea Linköping', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jerker  Haggstrom', 'title': 'CEO of Intea Östersund', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,40.5,40.5,40.5,40.75,40.5,40.5,40.5,40.75,2.0,5.34,1759104000,0.0,16.11111,1108,1108,5839,3074,3074,40.6,40.7,18541572096,31.5,45.005,14.738929,37.084,35.13245,0.5,0.012345679,SEK,False,22092118016,0.53895,230988945,59072300,0.37048998,0.45901,456688992,40.983,0.9906546,1735603200,1767139200,1743379200,0.466,678000000,2.52,17.561,22.491,0.24415338,0.10611236,0.5,1774828800,EQUITY,40.6,none,241000000,0.937,982249984,12396000256,0.073,0.073,1258000000,116.449,5.689,0.025120001,0.07303,1044000000,1037124992,720000000,0.192,0.215,0.82989,0.78080004,0.78371,SEK,INTEA-D.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852586,STO,finmb_329233886,Europe/Stockholm,CEST,7200000,se_market,False,0.24690983,40.6,CLOSED,Intea Fastigheter AB ser. D,Stockholm,5839,9.099998,0.28888884,31.5 - 45.005,-4.4050026,-0.09787807,24.415339,1752218204,1752218204,1752218204,1740061800,1740061800,False,2.52,3.5159988,0.094811745,5.4675484,0.15562673,15,0,False,False,1733990400000,0.099998474,40.5 - 40.75,
