address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,cryptoTradeable,trailingPegRatio
Engelbrektsplan 1,Stockholm,114 34,Sweden,46 8 54 58 35 40,https://www.sagax.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"AB Sagax (publ), a property company, owns and manages a property portfolio in Sweden, Finland, France, Benelux, Spain, Germany, and other European countries. The company invests in commercial properties primarily in the warehouse and light industrial segments. It also engages in the financial administration and asset management activities. The company was incorporated in 1995 and is headquartered in Stockholm, Sweden.",98,"[{'maxAge': 1, 'name': 'Mr. David  Mindus', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Agneta  Segerhammar', 'age': 61, 'title': 'Finance Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bjorn Mathias Garat', 'age': 49, 'title': 'Head of Finance & Deputy CEO', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jaakko  Vehanen', 'age': 48, 'title': 'Managing Director at Sagax Finland', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Arend  den Boef', 'age': 47, 'title': 'Managing Director at Sagax Netherlands', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vincent  Spruijt', 'age': 47, 'title': 'Managing Director at Sagax Netherlands', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carlos  Galofre', 'age': 38, 'title': 'Managing Director at Sagax Spain', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andreas  Widinghoff', 'title': 'Head of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Alfred  Garbe', 'title': 'Managing Director at Sagax Germany', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Romain  Autreaux', 'age': 46, 'title': 'Managing Director at Sagax France', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,33.2,33.3,33.05,33.4,33.2,33.3,33.05,33.4,2.0,5.97,1759104000,0.141,6.69,1.513,2.6023622,248317,248317,368156,244946,244946,33.1,33.15,0,0,76238413824,29.15,34.7,14.901957,33.7473,32.2598,3.5,0.105421685,SEK,False,49636974592,0.98769,292654462,126261000,0.27236998,0.17939,2306759936,88.322,0.37419894,1735603200,1767139200,1743379200,-0.187,5053000192,12.7,9.702,12.086,0.062300324,0.10611236,0.5,1774828800,EQUITY,33.05,none,127000000,0.273,4107000064,34197000192,0.064,0.203,5116000256,81.67,11.009,0.03224,0.12731,4232000000,2713625088,3574000128,-0.187,0.103,0.82721,0.80278,0.77888,SEK,SAGA-D.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,-0.45181182,33.05,STO,finmb_6577933,Europe/Stockholm,CEST,7200000,se_market,False,Sagax AB D,AB Sagax (publ),6.2300324,1752490740,1752490740,1752490740,False,12.7,-0.69729996,-0.020662393,0.7901993,0.02449486,15,0,[],1752766170,False,1478678400000,-0.15000153,33.05 - 33.4,Stockholm,368156,3.8999996,0.13379073,29.15 - 34.7,-1.6500015,-0.047550473,False,
