address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
Bronsåldersgatan 1,Malmö,213 76,Sweden,46 4 65 00 61,https://www.uswe.com,Leisure,leisure,Leisure,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Uswe Sports AB (publ) develops and produces outdoor equipment for the international sports and outdoor market. It offers backpacks, fluid backpacks, and waist belts, as well as VOID's cycling clothing. The company also provides hydration packs, daypacks, protector packs, moto packing, vests, hip packs, and apparels. The company provides its products for various sports activities, such as mountain biking, trail running, motorsports, and skiing. It also offers its products through its website and amazon. Uswe Sports AB (publ) was incorporated in 1999and is based in Malmö, Sweden.",23,"[{'maxAge': 1, 'name': 'Mr. Jacob  Westerberg', 'age': 46, 'title': 'President, CEO & MD', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carl-Fredrik  Streiby', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Staffan  Ahltin', 'age': 59, 'title': 'Sales Manager', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,12.9,13.1,13.1,13.5,12.9,13.1,13.1,13.5,0.0,-0.192,2290,2290,10906,4424,4424,13.1,13.4,96343152,6.25,13.5,0.7452978,9.736,9.0265,0.0,0.0,SEK,False,86093808,-0.11115,4168018,7136530,0.75378996,0.041100003,7136530,9.725,1.3881748,1743379200,1774915200,1743379200,-14368000,-2.13,0.666,62.888,0.082568765,0.10611236,EQUITY,13.5,none,3871000,0.542,1369000,11463000,0.687,1.707,129268000,16.516,19.179,-0.064619996,-0.22680001,74017000,-12992875,2317000,0.225,0.57259,0.01059,-0.12573,SEK,USWE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,False,1624518000000,0.6000004,13.1 - 13.5,Stockholm,10906,7.25,1.16,6.25 - 13.5,0.0,0.0,8.256876,-2.13,3.764,0.3866064,4.4735003,0.49559635,15,0,USWE Sports AB,Uswe Sports AB (publ),[],1752844094,STO,finmb_685060483,Europe/Stockholm,CEST,7200000,se_market,False,4.651166,13.5,CLOSED,
