address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Fabriksgatan 1A,Vetlanda,574 38,Sweden,46 1 03 03 93 00,https://emilshus.com,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Fastighetsbolaget Emilshus AB (publ) acquires, develops, and manages commercial real estate properties in Sweden. The company offers its properties for light industry, warehouse, industrial service/professional trade, external and grocery trade, and community service and offices. Fastighetsbolaget Emilshus AB (publ) was incorporated in 2018 and is based in Vetlanda, Sweden.",26,"[{'maxAge': 1, 'name': 'Mr. Jakob  Fyrberg', 'age': 50, 'title': 'CEO & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Emil  Jansbo', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jakob  Paljak', 'age': 35, 'title': 'Chief Operating Officer', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Lisa  Johansson', 'age': 35, 'title': 'Manager of Sustainability', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,30.9,31.1,30.9,31.1,30.9,31.1,30.9,31.1,2.0,6.54,1759104000,1.347,3.8528464,25072,25072,96671,72569,72569,30.9,31.0,27.005,33.0,30.376,30.12395,0.0,0.0,SEK,False,9989121024,0.49304,67778453,0.31308,0.26168,30.752,1.0080645,1735603200,1767139200,1743379200,0.985,354000000,8.046,13.912,0.06849313,0.10611236,0.5,1774828800,EQUITY,31.0,none,276000000,1.915,5854000128,0.839,0.881,718000000,137.709,5.422,0.036679998,0.09425,578000000,-32750000,357000000,0.779,0.278,0.80501,0.0,0.73267,SEK,EMIL-PREF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1633071600000,[],1752766193,STO,finmb_630738900,Europe/Stockholm,CEST,7200000,se_market,False,0.32362583,31.0,PREPRE,Fastighetsbolaget Emilshus AB P,Fastighetsbolaget Emilshus AB (publ),0.10000038,30.9 - 31.1,Stockholm,96671,3.9950008,0.1479356,27.005 - 33.0,-2.0,-0.060606062,6.849313,1752211800,1752211800,1752211800,1745910000,1745910000,False,8.046,0.62400055,0.020542553,0.87605095,0.029081544,15,0,False,
