address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,regularMarketTime,messageBoardId,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,marketState,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
"Vasagatan 15-17, 6tr",Stockholm,111 20,Sweden,46 7 72 22 64 4,https://www.hederagroup.se,Staffing & Employment Services,staffing-employment-services,Staffing & Employment Services,Industrials,industrials,Industrials,"Hedera Group AB (publ), together with its subsidiaries, provides personal assistance, staffing, and recruitment services for healthcare and social care sectors in Sweden. It offers staffing services for doctors, nurses, occupational therapists, midwives, psychologists, physiotherapists, and social workers. The company was incorporated in 2010 and is based in Stockholm, Sweden.",51,"[{'maxAge': 1, 'name': 'Mr. Bertil  Haglund', 'age': 67, 'title': 'Chairman & Founder', 'yearBorn': 1957, 'fiscalYear': 2023, 'totalPay': 180000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Sandstrom', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 2727000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Isendahl', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lisa  Lund', 'age': 44, 'title': 'Human Resource Manager', 'yearBorn': 1980, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Patric  Hofréus', 'age': 61, 'title': 'Chief Auditor', 'yearBorn': 1963, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,1.12,1.09,0.965,1.22,1.12,1.09,0.965,1.22,0.2,6.67,1715299200,0.0,0.423,138183,138183,22579,31872,31872,0.975,0.985,0,0,44166120,0.965,6.65,0.084220596,1.6976202,3.121105,0.0,0.0,SEK,False,52771128,-0.00098,3560711,33974000,0.30396,0.00014999999,45768000,6.912,0.13961226,1735603200,1767139200,1743379200,5.0,-515000,-0.02,1:10,1449792000,0.101,12.544,-0.81962615,0.11729753,0.166504,1715299200,EQUITY,0.965,none,5000000,0.336,4207000,38400000,0.042,0.693,524409984,37.282,35.193,0.0074400003,-0.00492,19952000,5395750,1488000,4.96,-0.129,0.03805,0.00802,0.02813,SEK,HEGR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Hedera Group AB,Hedera Group AB (publ),1752588211,finmb_222922268,STO,Europe/Stockholm,CEST,7200000,se_market,False,[],PREPRE,-0.02,-0.7326202,-0.43155718,-2.156105,-0.6908147,15,0,False,False,1452844800000,-0.15500003,0.965 - 1.22,Stockholm,22579,0.0,0.0,0.965 - 6.65,-5.685,-0.8548872,-81.962616,1755082740,1755082740,1755082740,False,-13.839288,0.965,
