quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,marketState,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyTwoWeekChangePercent,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,corporateActions,regularMarketTime,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
MUTUALFUND,GRANGX.ST,en-US,US,Fund,Delayed Quote,True,HIGH,SEK,15,0,False,False,PREPRE,-1.0799136,22.9,False,1346742000000,2,-0.25,23.0,22.35 - 23.0,22.35,22841,23.15,22.65,22.9,Stockholm,SEK,22.0,0,0,14.78,1.820197,8.12 - 23.0,-0.10000038,-0.0043478427,8.12,23.0,-6.525284,0.0,0.0,-8.12,14016300,0.57,11.46,11.44,0.9982548,10.99405,11.90595,1.0829449,320973280,40.175438,[],1752161064,GRANGEX AB,STO,finmb_700833329,Europe/Stockholm,CEST,7200000,se_market,False,
