address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,ebitda,totalDebt,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,shortName,longName,regularMarketChangePercent,regularMarketPrice,marketState,prevName,nameChangeDate,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Grev Turegatan 18 2tr,Stockholm,114 46,Sweden,46 1 04 55 05 00,https://www.alpcot.se,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Alpcot Holding AB (publ), through its subsidiaries, owns and operates a digital platform for personal finance in the financial industry in Sweden. Its digital platform offers customers various services, including fee reduction, investments optimization, and personal risks management. The company also provides advice to corporate customers regarding occupational pension plans and associated risk insurance. In addition, it offers services for capital management of excess liquidity, generation planning, legal matters, and company property protection, as well as private banking services. The company was founded in 2014 and is headquartered in Stockholm, Sweden. Alpcot Holding AB (publ) operates as a subsidiary of Alpcot Ltd.",30,"[{'maxAge': 1, 'name': 'Dusko  Savic', 'age': 43, 'title': 'Chief Executive Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Claes  Lindholm', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sven  Wesley', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Gustav  Spetz', 'age': 29, 'title': 'Head of Compliance', 'yearBorn': 1995, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Johan  Lundstedt', 'age': 38, 'title': 'Sales Manager', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,1.14,1.11,1.11,1.14,1.14,1.11,1.11,1.14,0.0,1.911,57.0,8545,8545,55685,31967,31967,1.1,1.12,185173616,0.55,1.26,1.4278833,1.059,0.814125,0.0,0.0,SEK,False,0.01599,56876040,142432992,0.73861,0.06604,162432992,0.546,2.087912,1735603200,1767139200,1743379200,2074000,0.02,0.5405406,0.12969577,EQUITY,1.14,none,9043000,384000,2.106,129684000,0.433,0.798,0.0068900003,0.023710001,76153000,1274625,-4226000,0.806,0.58722,0.06973,0.29466,SEK,ALPCOT-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752679782,Alpcot Holding AB ser. B,Alpcot Holding AB (publ),0.0,1.14,PREPRE,Effnetplattformen Ev1 Ab,2025-07-16,False,False,1637740800000,STO,finmb_1683140554,Europe/Stockholm,CEST,7200000,se_market,False,0.0,1.11 - 1.14,Stockholm,55685,0.59,1.0727272,0.55 - 1.26,-0.120000005,-0.0952381,54.054058,0.02,0.08099997,0.07648722,0.32587498,0.40027636,15,0,
