address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Verkstadsvägen 19,Härnösand,871 54,Sweden,46 6 11 50 57 60,https://www.agtira.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Agtira AB operates as a food tech company in Sweden. The company develops cultivation methods and software support to cultivation systems for vegetable and fish in urban environments. It offers cucumbers, tomatoes, bell peppers, herbs, lettuce, and strawberries, as well as salmon, and rainbow trout. The company was formerly known as Peckas Naturodlingar AB and changed its name to Agtira AB in June 2021. Agtira AB was founded in 1996 and is based in Härnösand, Sweden.",37,"[{'maxAge': 1, 'name': 'Mr. Erik  Jonuks', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 1095090, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Sundin', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Susanne  Norvell', 'title': 'Human Resource Manager', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pecka  Nygård', 'title': 'Production Manager & Member of Advisory Board', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Soderback', 'age': 61, 'title': 'Chief Product Officer', 'yearBorn': 1963, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Goran  Edstrom', 'title': 'Head of IT', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patrik  Larsson', 'title': 'C.C.O', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,3.15,3.21,2.99,3.21,3.15,3.21,2.99,3.21,0.0,0.62,72183,72183,73723,55681,55681,3.03,3.05,277255008,1.07,3.39,6.61375,2.6231,1.7939299,0.0,0.0,SEK,False,278413344,-1.09365,55229820,92111296,0.102290004,0.0134000005,94138200,1.079,2.78962,1735603200,1767139200,1743379200,-45847000,-1.24,6.641,-8.757,-0.016447365,0.10611236,EQUITY,3.01,none,2182000,0.024,-31792000,21649000,0.181,0.68,41921000,21.621,1.039,-0.19171,-0.52322,9929000,-51243740,-35744000,1.409,0.23685,-0.75838,-0.31917,SEK,AGTIRA-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,15,0,False,Agtira AB ser. B,Agtira AB,False,1675238400000,-0.1400001,2.99 - 3.21,Stockholm,73723,1.9399999,1.813084,1.07 - 3.39,-0.3800001,-0.112094425,-1.6447365,-1.24,0.38689995,0.1474972,1.21607,0.67788047,CLOSED,[],1752850985,STO,finmb_367863040,Europe/Stockholm,CEST,7200000,se_market,False,-4.4444475,3.01,
