address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,marketState,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Talattagatan 10,Västra Frölunda,426 05,Sweden,46 3 17 26 77 00,https://nimbusgroup.se,Recreational Vehicles,recreational-vehicles,Recreational Vehicles,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Nimbus Group AB (Publ) designs, manufactures, and markets leisure motorboats in the Nordics, Europe, and the United States The company provides its products under the Nimbus, Alukin, Aquador, Bella, Falcon, Flipper, and Paragon Yachts brand names. The company was founded in 1968 and is based in Västra Frölunda, Sweden.",403,"[{'maxAge': 1, 'name': 'Mr. Jan-Erik  Lindström', 'age': 62, 'title': 'President & CEO', 'yearBorn': 1962, 'fiscalYear': 2024, 'totalPay': 3924000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rasmus  Alvemyr', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jakob  Brandstedt', 'age': 36, 'title': 'Chief Operating Officer', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mats  Jacobsson', 'age': 58, 'title': 'Chief Technology Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gunilla Öhman Wikman', 'age': 65, 'title': 'Head of Investor Relations', 'yearBorn': 1959, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Bohm', 'age': 54, 'title': 'Chief Marketing Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joacim  Gustavsson', 'age': 52, 'title': 'Chief Designer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Christina  Evans', 'title': 'Deputy Managing Director', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,15.2,14.9,14.35,15.4,15.2,14.9,14.35,15.4,1652918400,0.0,1.487,1.8820578,25822,25822,8292,7238,7238,14.45,14.95,639468032,13.05,27.0,0.4059447,15.304,16.3955,0.0,0.0,SEK,False,832113664,-0.05901,21440927,42631200,0.57135,0.21429001,43056100,26.031,0.576236,1735603200,1767139200,1743379200,-92951000,-3.46,7.97,0.528,-19.468,-0.35625,0.10611236,1.5,1652918400,EQUITY,15.0,20.0,20.0,20.0,20.0,none,1,37216000,0.873,-42743000,195756992,0.727,1.718,1575259008,17.64,59.104,-0.01762,-0.094,209124000,-65342000,-105348000,-0.126,0.13276,-0.02713,-0.04265,SEK,BOAT.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752766183,STO,finmb_698702677,Europe/Stockholm,CEST,7200000,se_market,False,-1.3157883,15.0,Nimbus Group AB,Nimbus Group AB (Publ),PREPRE,False,-0.19999981,14.35 - 15.4,Stockholm,8292,1.9499998,0.14942527,13.05 - 27.0,-12.0,-0.44444445,-35.625,-3.46,7.97,2.33,6.4377685,-0.3039999,-0.019864082,-1.3955002,-0.08511483,15,0,False,1612857600000,
