address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,shortName,longName,trailingPegRatio
Tärnögatan 6,Malmö,211 24,Sweden,https://www.kjellgroup.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Kjell Group AB (publ) engages in the sale of various consumer electronics accessories in Sweden, Denmark, and Norway. It also provides installation and advisory services. The company sells its products through stores and online channels. Kjell Group AB (publ) was founded in 1988 and is headquartered in Malmö, Sweden.",1350,"[{'maxAge': 1, 'name': 'Mr. Andreas  Rylander', 'age': 43, 'title': 'President & CEO', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 4850000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Thomas  Pehrsson', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carl Johan Rijpma', 'age': 49, 'title': 'Chief Supply Chain Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mariette  Lindsjo', 'age': 50, 'title': 'Chief Commercial Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,12.5,11.0,9.2,11.0,12.5,11.0,9.2,11.0,0.0,1.298,6.158537,308747,308747,71265,60819,60819,9.96,10.1,597797824,7.0,20.9,0.23410791,10.6736,11.196221,0.0,0.0,SEK,False,964470976,-0.0074199997,23260524,59187900,0.121709995,0.24009001,59187900,30.814,0.32777312,1735603200,1767139200,1743379200,-18957000,-0.43,1.64,0.378,13.886,-0.37055838,0.10611236,EQUITY,10.1,12.0,9.0,10.5,10.5,3.0,hold,2,106605000,3.422,69456000,711276032,0.237,1.036,2553513984,74.098,81.971,0.00784,-0.019299999,1035361024,133926496,152780992,-0.051,0.40547,0.0272,-0.03272,SEK,KJELL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,-2.3999996,9.2 - 11.0,Stockholm,71265,3.1000004,0.4428572,7.0 - 20.9,-10.799999,-0.5167464,-37.05584,-0.43,1.64,0.59667,16.92728,-0.5735998,-0.05374005,-1.096221,-0.097909905,15,0,3.0 - Hold,[],1752852597,STO,finmb_1679909911,Europe/Stockholm,CEST,7200000,se_market,False,False,1631775600000,False,-19.199997,10.1,Kjell Group AB,Kjell Group AB (publ),
