address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Biblioteksgatan 29,Stockholm,114 35,Sweden,46 73 823 03 32,https://www.adtraction.com/se,Advertising Agencies,advertising-agencies,Advertising Agencies,Communication Services,communication-services,Communication Services,"Adtraction Group AB provides advertising services in Europe. It develops and operates a platform, which connects advertisers that want to increase their sales with various partners, activities, brands, products, and services, such as digital magazines, influencers, bloggers, forums, mobile apps, and price comparison sites. The company was founded in 2007 and is headquartered in Stockholm, Sweden.",123,"[{'maxAge': 1, 'name': 'Mr. Simon  Gustafson', 'age': 52, 'title': 'Founder & CEO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Hagstrom', 'age': 37, 'title': 'Chief Financial Officer', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dominika  Skretowska', 'age': 32, 'title': 'Chief Operating Officer', 'yearBorn': 1992, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Longberg', 'age': 52, 'title': 'Chief Technology Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Hjortaas', 'age': 30, 'title': 'Chief Marketing Officer', 'yearBorn': 1994, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Markus  Bjernvall', 'age': 51, 'title': 'Head of Platform & Board Member', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Johanna  Olsson', 'age': 38, 'title': 'C.C.O.', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,28.9,29.5,29.0,30.2,28.9,29.5,29.0,30.2,2.0,7.17,1745366400,10.6461,1.208,-89.393936,12477,12477,20317,28710,28710,28.9,29.5,489909440,27.0,44.2,0.409971,29.722,32.945,2.0,0.06920415,SEK,False,335624992,-0.01752,9590116,16607100,0.84835,0.00018999999,16727000,15.461,1.9080266,1735603200,1767139200,1743379200,-20932308,-1.25,-0.33,0.281,6.533,-0.24739581,0.10611236,1.0,1745366400,EQUITY,29.5,33.0,33.0,33.0,33.0,none,1,129273000,7.783,51375684,0,0.805,1.289,1194985600,71.944,-0.021960001,-0.07486,91708144,92426048,75284808,-0.026,0.07674,0.04299,-0.02562,SEK,ADTR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,10.477118,-0.22200012,-0.0074692187,-3.4449997,-0.10456821,15,0,False,Adtraction Group AB,Adtraction Group AB,[],1752845069,STO,finmb_1675776303,Europe/Stockholm,CEST,7200000,se_market,False,False,1638864000000,0.6000004,29.0 - 30.2,Stockholm,20317,2.5,0.09259259,27.0 - 44.2,-14.700001,-0.3325792,-24.739582,1743591540,1743591540,False,-1.25,-0.33,2.81566,2.0761259,29.5,
