address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,corporateActions,marketState,shortName,longName,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Skeppsbron 13B,Malmö,211 20,Sweden,https://wyldnetworks.com,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Wyld Networks AB (publ), together with its subsidiaries, operates as a virtual satellite network that develops and delivers wireless technology solutions in Sweden. It offers Wyld Connect, a connectivity solution that allows access to Internet of Things (IoT) data, and Wyld Fusion, an IoT network management platform that supports terrestrial and satellite networks. It serves the agriculture, energy, utilities, logistics, maritime, and environment industries. The company was founded in 2016 and is based in Malmö, Sweden.",16,"[{'maxAge': 1, 'name': 'Mr. Alastair  Williamson', 'title': 'President & CEO', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher  Caswell', 'title': 'Deputy CEO & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eugene  Myers', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.0102,0.011,0.011,0.0148,0.0102,0.011,0.011,0.0148,0.0,1.098,0.023921568,124747580,124747580,28560421,39077239,39077239,0.0122,0.0125,21851174,0.0088,2.7,22.550232,0.02830372,0.03757643,0.0,0.0,SEK,False,18315184,0.0,577027496,987249024,0.21445999,0.0124699995,1791079936,0.005,2.44,1735603200,1767139200,1743379200,-40023000,0.51,18.901,-0.502,-0.9946507,0.10611236,EQUITY,0.0122,none,4589000,0.005,-36466000,0,1.239,1.414,969000,0.001,-1.4178901,-43365000,-23399624,-54599000,0.396,0.0,0.0,-2.4458501,SEK,WYLD.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,[],CLOSED,Wyld Networks AB,Wyld Networks AB (publ),1752852251,STO,finmb_712881885,Europe/Stockholm,CEST,7200000,se_market,False,19.607836,0.0122,0.0019999994,0.011 - 0.0148,Stockholm,28560421,0.0033999998,0.38636363,0.0088 - 2.7,-2.6878,-0.99548143,-99.46507,0.51,-0.01610372,-0.56896126,-0.02537643,-0.6753284,15,0,False,1625209200000,
