address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,shortName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
1055 West Hastings Street,Suite 300,Vancouver,BC,V6E 2E9,Canada,604 687 8566,604 687 6365,https://www.fnmetals.com,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"First Nordic Metals Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Sweden and Finland. The company explores for iron ore, gold, silver, copper, and zinc deposits. Its flagship project is the 45% Barsele Gold Project that covers an area of approximately 47,000 hectares located in Västerbottens Län, northern Sweden. The company was formerly known as Barsele Minerals Corp. and changed its name to First Nordic Metals Corp. in March 2024. First Nordic Metals Corp. was incorporated in 2013 and is headquartered in Vancouver, Canada.","[{'maxAge': 1, 'name': 'Mr. Taj Preet Singh C.M.A., C.P.A., M.Eng, P.Eng.', 'age': 43, 'title': 'CEO & Director', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 346733, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adam R. Cegielski B.Sc', 'age': 48, 'title': 'President & Director', 'yearBorn': 1976, 'fiscalYear': 2024, 'totalPay': 284345, 'exercisedValue': 100000, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rakesh  Malhotra (US), B.Com., C.A., C.P.A., CA (Canada), F.C.A., F', 'age': 69, 'title': 'Chief Financial Officer', 'yearBorn': 1955, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Benjamin  Gelber P.Geo.', 'age': 44, 'title': 'Head of Exploration & Chief Technical Director', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John  Eren BA (Hons)', 'title': 'Vice President of Corporate Development', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,2.78,2.73,2.72,2.91,2.78,2.73,2.72,2.91,0.0,1.316,44929,44929,29133,39342,39342,2.83,2.9,810477568,2.72,4.24,2.9652,3.042436,0.0,0.0,SEK,False,849275904,0.0,240218590,274412992,279475008,0.08,36.250004,1735603200,1767139200,1743379200,-16479755,-0.51,-0.2162162,0.12969577,EQUITY,2.9,none,6893364,0.025,0,2.839,3.396,-0.54645,-1.22329,-448432,-3943693,-10884661,0.0,0.0,0.0,CAD,FNMC-SDB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,[],1752679776,STO,finmb_308750852,Europe/Stockholm,CEST,7200000,se_market,False,4.316551,2.9,False,First Nordic Metals Corp.,0.120000124,2.72 - 2.91,Stockholm,29133,0.18000007,0.0661765,2.72 - 4.24,-1.3399997,-0.31603768,-21.62162,1756465140,1756465140,1756465140,False,-0.51,-0.06519985,-0.021988349,-0.14243579,-0.046816364,15,0,Barsele Minerals Corp.,2025-07-16,False,1742544000000,
