address1,address2,city,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Ideon Science Park,Scheelevagen 15,Lund,Sweden,46 1 06 41 45 85,https://beammwave.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"BeammWave AB (publ) provides single radio chips with fully integrated antennas in Sweden. Its products are used in various applications, including phones, fixed wireless CPE's, and base stations. BeammWave AB (publ) was founded in 2017 and is headquartered in Lund, Sweden.",14,"[{'maxAge': 1, 'name': 'Mr. Stefan  Svedberg', 'age': 64, 'title': 'Chief Executive Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per-Olof  Brandt', 'age': 56, 'title': 'CTO & Co-Founder', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Markus  Tormanen', 'age': 48, 'title': 'Board Member & Co-Founder', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cajsa  Wramdemark', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert  Cadman', 'age': 71, 'title': 'VP of Business Development & Sales', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Bengt  Lindoff', 'title': 'Chief Systems Architect', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,13.85,13.8,13.0,13.8,13.85,13.8,13.0,13.8,0.0,1.389,108634,108634,213606,84373,84373,13.15,13.2,429055552,1.8,19.8,28.34803,12.6388,7.0446,0.0,0.0,SEK,False,444264544,-1.3468801,23118770,26270300,0.31879,0.16675,32627800,2.444,5.3805237,1735603200,1767139200,1743379200,-20385464,-0.47,29.353,-21.577,3.764493,0.11729753,EQUITY,13.15,10.0,10.0,10.0,10.0,none,1,32626000,1.033,-20590120,0,16.18,16.18,15135286,0.65,-0.18766001,-0.32756,14331094,-25703860,-20228044,0.168,0.94686997,-1.36041,-0.34594002,SEK,BEAMMW-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.51119995,0.040446874,6.1053996,0.86667794,15,0,False,BeammWave AB ser. B,BeammWave AB (publ),False,1646985600000,-0.70000076,13.0 - 13.8,Stockholm,213606,11.349999,6.3055553,1.8 - 19.8,-6.6499996,-0.33585858,376.4493,-0.47,PREPRE,STO,finmb_674529917,Europe/Stockholm,CEST,7200000,se_market,False,[],1752593390,-5.054157,13.15,
