address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,shortName,longName,regularMarketChangePercent,regularMarketPrice,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Skiffervägen 76,Lund,224 78,Sweden,46 7 36 26 76 43,https://www.bioextrax.com,Waste Management,waste-management,Waste Management,Industrials,industrials,Industrials,"Bioextrax AB (publ) develops and commercializes a bio-based extraction platform technology. It harvests bioplastics (PHA) granules, organic hydrolyzed protein, keratin fibers, bio-oils, protein-rich by products, and amino acids from bacteria. The company was incorporated in 2014 and is based in Lund, Sweden.",14,"[{'maxAge': 1, 'name': 'Mr. Edvard  Hall', 'age': 39, 'title': 'Chief Executive Officer', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mohammad H. A. Ibrahim Ph.D.', 'age': 47, 'title': 'Founder & Advisor', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kristofer  Svensson', 'age': 42, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Klas  Ingstorp', 'age': 53, 'title': 'Chief Operating Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kristofer  Cook M.B.A., M.Sc.', 'age': 51, 'title': 'Business Development Manager', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,3.37,3.4,3.22,3.67,3.37,3.4,3.22,3.67,0.0,2.493,39640,39640,106250,61335,61335,3.5,3.65,142799312,1.81,4.4,150.47346,3.027,3.014506,0.0,0.0,SEK,False,111885136,0.0,31012468,39123100,0.25175,0.06211,39123100,0.564,6.471631,1735603200,1767139200,1743379200,-16453000,-0.45,117.898,-7.217,-0.04970759,0.10611236,EQUITY,3.65,none,12135000,0.31,-15502000,0,7.264,8.212,949000,0.027,-0.51842,-0.87201,-391000,-9360000,-18183000,-0.305,-0.41201,0.0,-28.29078,SEK,BIOEX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1588057200000,0.2800002,3.22 - 3.67,Stockholm,106250,1.8400002,1.0165747,1.81 - 4.4,-0.75,-0.17045455,-4.9707594,-0.45,0.21081197,Bioextrax AB,Bioextrax AB (publ),8.308612,3.65,CLOSED,[],1752852594,STO,finmb_289668124,Europe/Stockholm,CEST,7200000,se_market,False,0.62300014,0.20581439,0.635494,15,0,False,
