address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,marketState,shortName,trailingPegRatio
Heffners Allé 52,Sundsvall,856 33,Sweden,46 60 14 95 40,https://www.observit.com,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Observit AB provides video surveillance products and solutions in Sweden. The company develops a cloud-based subscription service that enables video surveillance across mobile fleets and serves as a platform for stakeholders, such as bus operators, transit authorities, and the police. It also offers cameras and related services in buses, trains, and other public transportation, as well as depot control solutions. The company was founded in 1996 and is based in Sundsvall, Sweden. Observit AB is a subsidiary of SpectrumOne AB (publ).","[{'maxAge': 1, 'name': 'Mr. Lars  Floden', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lennart  Rasmusson', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.569,0.576,0.563,0.609,0.569,0.576,0.563,0.609,0.0,Infinity,3043659,3043659,1020873,1261502,1261502,0.592,0.605,334550496,0.2015,0.69,0.5462,0.4669025,0.0,0.0,SEK,False,0.0,549344000,0.60165,0.03474,553577984,0.0,0.90460527,0.10611236,EQUITY,0.609,none,0.0,0.0,0.0,OBSE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,False,1687330800000,0.04000002,0.563 - 0.609,Stockholm,1020873,0.40750003,2.0223327,0.2015 - 0.69,-0.08099997,-0.11739126,90.460526,[],1752852593,STO,finmb_257061334,Europe/Stockholm,CEST,7200000,se_market,False,Observit AB,0.0,0.06280005,0.114976294,0.14209753,0.30434093,15,0,7.0298805,0.609,CLOSED,Observit AB,
