address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Birger Jarlsgatan 41A,Stockholm,111 45,Sweden,46 8 42 50 31 50,https://soltechenergy.com,Solar,solar,Solar,Technology,technology,Technology,"SolTech Energy Sweden AB (publ) develops, sells, and installs energy and solar cell solutions in Sweden and China. It offers its products for electrical engineering, facade, roofing/sheet metal, electric car charging, and the solar energy industries. SolTech Energy Sweden AB (publ) was incorporated in 2006 and is based in Stockholm, Sweden.",900,"[{'maxAge': 1, 'name': 'Mr. Patrik  Hahne', 'title': 'Chief Executive Officer', 'fiscalYear': 2024, 'totalPay': 4018000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Niclas  Lundin', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Camilla  Weiner', 'age': 56, 'title': 'Head of Communications', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cecilia  Jungner', 'title': 'Human Resource Director', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Arwefeldt', 'title': 'Sustainability Manager', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. André Sandin Monastyrski', 'title': 'CIO', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tommy Stoltz Bjork', 'title': 'CEO Soltech Business Support', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,1.934,1.922,1.86,1.94,1.934,1.922,1.86,1.94,0.0,3.0285714,434573,434573,450372,841968,841968,1.878,1.9,265809184,1.199,5.9,0.11482792,2.2362,2.39003,0.0,0.0,SEK,False,523188896,-0.12682,125292610,132279000,0.10915,0.0471,139312992,5.153,0.37026975,1735603200,1767139200,1743379200,-293567008,-2.22,0.63,0.226,-3.753,-0.5824958,0.10611236,EQUITY,1.908,none,121573000,0.918,-139395248,363132992,0.624,1.012,2314848000,52.588,17.529,-0.04607,-0.34425998,826800000,-279428256,-24117000,-0.1,0.35717,-0.06022,-0.06585,SEK,SOLT.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-1.3443651,1.908,SolTech Energy Sweden AB,SolTech Energy Sweden AB (publ),STO,finmb_99552998,Europe/Stockholm,CEST,7200000,se_market,False,[],1752766174,PREPRE,False,1435215600000,-0.026000023,1.86 - 1.94,Stockholm,450372,0.709,0.5913261,1.199 - 5.9,-3.992,-0.6766102,-58.24958,1604401140,1604401140,-2.22,0.63,-0.3282001,-0.14676687,-0.4820299,-0.20168364,15,0,False,
