address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,marketState,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Edvard Thomsens Vej 10,6th floor,Copenhagen,2300,Denmark,45 33 26 78 33,https://www.loyalsolutions.eu,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Loyal Solutions A/S engages in the development, implementation, and operation of SaaS loyalty solutions worldwide. The company offers LoyalTfacts, a SaaS end-to-end platform. It provides solutions for loyalty, financial, airlines, malls, hospitality, telecom, security, and technology industries. Loyal Solutions A/S was incorporated in 2005 and is headquartered in Copenhagen, Denmark.",20,"[{'maxAge': 1, 'name': 'Mr. Peter Borge Kisbye', 'age': 68, 'title': 'CEO & Member of Executive Management', 'yearBorn': 1956, 'fiscalYear': 2020, 'totalPay': 422231, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jane Bang Stoltze', 'age': 35, 'title': 'COO & Member of Executive Management', 'yearBorn': 1989, 'fiscalYear': 2020, 'totalPay': 834862, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Bogdan  Spiridon', 'age': 31, 'title': 'CIO & Member of the Executive Management', 'yearBorn': 1993, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pal  Vatneberg', 'age': 48, 'title': 'CSO & Member of the Executive Management', 'yearBorn': 1976, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}]",1609372800,[],86400,4,2.54,2.46,2.42,2.68,2.54,2.46,2.42,2.68,0.0,0.716,43006,43006,28748,99422,99422,2.48,7.0,26255840,2.08,10.9,0.66404355,2.9992,6.56195,0.0,0.0,SEK,False,54190092,-0.27062,9500000,0.43588,0.00024000001,10098400,-2.528,1719705600,1751241600,1735603200,-10699978,-1.84,1.371,-7.763,-0.63862073,0.10611236,EQUITY,2.6,none,2922567,0.308,-6980233,23482668,0.508,0.58,39539336,4.84,-0.22233,10778968,-2914721,-3268938,-0.09,0.27261,-0.17653999,-0.22690001,DKK,LOYAL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752839961,STO,finmb_686405483,Europe/Stockholm,CEST,7200000,se_market,False,2.3622024,2.6,Loyal Solutions A/S,Loyal Solutions A/S,CLOSED,False,0.059999943,2.42 - 2.68,Stockholm,28748,0.52,0.25,2.08 - 10.9,-8.299999,-0.7614679,-63.862072,-1.84,-0.3992002,-0.13310222,-3.9619503,-0.60377634,-1.0284809,15,0,False,1622703600000,
