address1,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,cryptoTradeable,marketState,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Stureplan 15,Stockholm,103 65,Sweden,46 86 78 66 40,46 08 24 54 84,https://www.arosbostad.se,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"AROS Bostadsutveckling AB engages in green field development of residential buildings and conversion of commercial real estate into residential premises. The company was founded in 2006 and is based in Stockholm, Sweden.",110,"[{'maxAge': 1, 'name': 'Mr. Per  Rutegard', 'age': 52, 'title': 'Founder & Chairman of the Board', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 2700000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Andersson', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 11100000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan A. Gustavsson', 'age': 61, 'title': 'Founder & Director', 'yearBorn': 1963, 'fiscalYear': 2024, 'totalPay': 600000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Samir  Taha', 'age': 54, 'title': 'Founder & Director', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 900000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Sundell', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Johansson', 'age': 52, 'title': 'COO', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Akerlund', 'age': 49, 'title': 'Head of IR, Communications & HR', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Emmy  Fredenklo', 'age': 32, 'title': 'Chief Legal Officer', 'yearBorn': 1992, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Slatteby', 'age': 49, 'title': 'Head of Marketing & Sales', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Sunden', 'age': 45, 'title': 'Head of Project Implementation', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,94.4,94.4,93.2,94.8,94.4,94.4,93.2,94.8,7.48,8.31,1756425600,0.236,6887,6887,14186,11382,11382,93.2,93.6,74.2,94.8,88.684,84.869,0.0,0.0,SEK,False,10781802496,0.01006,63589924,0.19082001,0.17271,29.015,3.2121315,1735603200,1767139200,1743379200,30900000,3.509,-1053.596,0.22015917,0.10611236,1.87,1780012800,EQUITY,93.2,none,337500000,3.259,-10233334,1794099968,0.468,1.94,3072499968,57.492,30.685,-0.00131,0.00884,302800000,780312512,789000000,-0.779,0.09854999,-0.00333,-0.51632,SEK,BESQAB-PREF-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,Europe/Stockholm,CEST,7200000,se_market,False,[],1752852591,-1.2711912,93.2,-1.2000046,93.2 - 94.8,Stockholm,14186,19.0,0.2560647,74.2 - 94.8,-1.6000061,-0.016877702,22.015917,1745924340,1745924340,1745924340,False,False,CLOSED,Besqab AB Pref B,Besqab AB (publ),False,1609326000000,4.515999,0.050922364,8.330994,0.09816297,15,0,
