address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,regularMarketChangePercent,shortName,longName,messageBoardId,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,corporateActions,regularMarketTime,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Linnegatan 2,Stockholm,114 47,Sweden,46 0 86 60 67 00,https://www.fastator.se/en,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Aktiebolaget Fastator (publ) invests in real estate companies in Sweden. The company also provides property management services. Aktiebolaget Fastator (publ) was incorporated in 2005 and is based in Stockholm, Sweden.",104,"[{'maxAge': 1, 'name': 'Mr. Svante  Bengtsson', 'age': 53, 'title': 'Chief Executive Officer', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 9331000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher  Stromback', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'fiscalYear': 2023, 'totalPay': 4160000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joachim  Kuylenstierna', 'age': 55, 'title': 'Head of Business Development', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 4958000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Klerfelt', 'age': 36, 'title': 'Chief Investment Officer', 'yearBorn': 1988, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Julin', 'age': 51, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1973, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,1.0,1.006,1.006,1.078,1.0,1.006,1.006,1.078,1651795200,0.0,1.031,-0.5364103,82036,82036,92743,85004,85004,1.07,1.066,0,0,83930936,0.96,3.195,0.29839352,1.226,1.32131,0.0,0.0,SEK,False,2332188160,-1.07532,29777932,77712600,0.63531,0.05964,80239904,2.987,0.35018414,1735603200,1767139200,1743379200,-302462016,-3.89,-1.95,5:1,1610928000,8.291,-39.968,-0.4163701,0.10611236,1.0,1651795200,EQUITY,1.046,none,32644000,0.42,-58351000,2307451904,0.039,0.039,281276000,1129.299,3.619,-0.01312,-0.85717005,149466000,-121925872,-13356000,-0.458,0.53139,-0.20745,-0.00215,SEK,FASTAT.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1.046,4.6000004,AB Fastator,Aktiebolaget Fastator (publ),finmb_226231707,1756465140,1756465140,1756465140,False,-3.89,-1.95,-0.17999995,-0.14681889,-0.27531004,-0.20836142,15,0,False,False,1414483200000,0.046000004,1.006 - 1.078,Stockholm,92743,0.086000025,0.08958336,0.96 - 3.195,-2.149,-0.67261344,-41.63701,PREPRE,[],1752766196,STO,Europe/Stockholm,CEST,7200000,se_market,False,
