address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,marketState,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,shortName,longName,trailingPegRatio
Kardanvägen 38,Trollhättan,461 38,Sweden,46 7 09 90 99 66,https://ellwee.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Ellwee AB (publ) develops, manufactures, and sells four-wheel electric vehicles in Sweden. It primarily focuses on ease of movement within the urban and confined areas/communities. The company offers golfbag holder, cup holder, quick release locking, multi rear fixation, mobile phone fixation, sand jar, protective vehicle cover, storage box helmet, battery charger, e-rack, rearview mirrors, storage box, saddle cover, fixation knob, handle bar fixation, fixation tough claw, tablet fixation, and umbrella holder, as well as golf vehicle. Ellwee Ab (Publ) was founded in 2015 and is based in Trollhättan, Sweden.",15,"[{'maxAge': 1, 'name': 'Mr. Jim  Larsson', 'age': 47, 'title': 'Chief Executive Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,6.45,6.65,6.6,7.0,6.45,6.65,6.6,7.0,0.0,1.719,0.65346533,1396,1396,6452,17318,17318,6.6,7.0,8411040,2.71,10.9,0.03386866,7.222,4.852,0.0,0.0,SEK,False,40368600,0.021070002,1191290,1274400,1.66,3.9759037,1735603200,1767139200,1743379200,5233722,10.1,1:1000,1689811200,0.163,2.158,0.16607773,0.12969577,EQUITY,6.6,none,2910000,2.443,18704086,34880000,0.142,0.806,248342864,1764.289,182.902,0.07658,0.6969,22436910,16893430,1461572,-0.184,0.09035,0.07532,-0.13295999,SEK,ELLWEE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1611043200000,0.1500001,6.6 - 7.0,Stockholm,6452,3.8899999,1.4354243,2.71 - 10.9,-4.2999997,-0.3944954,16.607773,1620212340,1620212340,10.1,-0.6220002,-0.086125754,1.7479997,0.36026374,15,0,PREPRE,False,STO,finmb_694956004,Europe/Stockholm,CEST,7200000,se_market,False,2.325583,6.6,[],1752672840,ELLWEE AB,Ellwee AB (publ),
