address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,cryptoTradeable,trailingPegRatio
Lantvärnsgatan 4,Karlstad,652 21,Sweden,46 97 81 00 12,https://www.inission.com,Industrial Distribution,industrial-distribution,Industrial Distribution,Industrials,industrials,Industrials,"Inission AB (publ), together with its subsidiaries, engages in the supply of tailored manufacturing services and products in the field of industrial electronics and mechanics in Sweden, Finland, Estonia, Norway, the United States, and internationally. It offers contract manufacturing of electronics and mechanics under the Inission brand, covering the entire product lifecycle including development, design, industrialization, volume production, and aftermarket services. The company also develops, manufactures, and sells electronic power supplies and system solutions under the Enedo brand. It serves marine technology, communication and IoT, MedTech, electrification, defense, and other industries. The company was incorporated in 2007 and is based in Karlstad, Sweden.",1037,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Berghel M.Sc. (Eng.)', 'age': 57, 'title': 'CEO & President', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John  Granlund', 'age': 55, 'title': 'CFO & IR Manager', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredric  Grahn', 'age': 38, 'title': 'Sales & Marketing Director', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Petra  Bachmann', 'age': 47, 'title': 'HR & Sustainability Manager', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hakan  Raad', 'age': 57, 'title': 'VP & Head of Supply Chain Management', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Charlotte  Jansson', 'age': 42, 'title': 'Chief Data Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,37.6,37.9,37.0,37.9,37.6,37.9,37.0,37.9,0.7,2.1,1715904000,0.4118,0.557,21.764706,8.505747,1615,1615,24213,10786,10786,36.8,37.6,0,0,841605696,30.0,52.0,0.41009927,35.946,36.6845,1.0,0.026595745,SEK,False,1300666496,0.01837,4987730,19756800,0.0,0.09274,22746100,29.697,1.2459171,1735603200,1767139200,1743379200,-0.951,37700000,1.7,4.35,3:1,1625011200,0.634,11.707,-0.26171875,0.10611236,0.7,1715904000,EQUITY,37.0,60.0,60.0,60.0,60.0,none,1,65200000,2.943,111100000,534900000,0.633,1.454,2052199936,81.009,92.644,0.0291,0.057800002,896700032,-11235000,61100000,-0.949,-0.168,0.43695,0.05414,0.01427,SEK,INISS-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,24213,7.0,0.23333333,30.0 - 52.0,-15.0,-0.28846154,-26.171875,1756270800,1756270800,1756270800,1731052800,1731052800,False,1.7,4.35,3.2,11.5625,1.0540009,0.029321784,0.31549835,0.008600317,15,0,-1.5957408,37.0,Inission AB ser. B,Inission AB (publ),False,1433919600000,-0.5999985,37.0 - 37.9,Stockholm,[],1752848362,STO,finmb_243522035,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,False,
