address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,trailingPegRatio
Ringugnsgatan 11,Limhamn,216 16,Sweden,46 4 06 68 81 04,https://www.rugvistagroup.com,Home Improvement Retail,home-improvement-retail,Home Improvement Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"RugVista Group AB (publ) operates direct-to-consumer online platforms for carpet and rug sales in Sweden and internationally. It operates through three segments: Business-to-Consumer, Business-to-Business, and Marketplaces & Other. The company offers carpets and rugs under the RugVista and CarpetVista brands. It also provides rug accessories, including anti-slip articles and stain removers. The company was founded in 2005 and is headquartered in Limhamn, Sweden.",92,"[{'maxAge': 1, 'name': 'Ms. Ebba  Ljungerud', 'age': 52, 'title': 'Acting CEO, Acting President & Director', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 3005000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joakim  Tuvner', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Matthiesen', 'age': 41, 'title': 'Chief Operating Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Rosenfors', 'age': 48, 'title': 'Chief Technology Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Tholin', 'age': 44, 'title': 'Head of Legal & Compliance', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ulrika  Klinkert', 'age': 52, 'title': 'Chief Marketing Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Patricia Rajkovic Widgren', 'age': 54, 'title': 'Chief Organization & Sustainability Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,62.8,63.0,63.0,65.0,62.8,63.0,63.0,65.0,1.25,1.97,1747872000,0.6593,1.585,23.736265,19.459461,14664,14664,38780,10964,10964,64.2,64.8,1346874496,39.2,68.8,1.8811333,61.958,49.47,1.25,0.019904459,SEK,False,1124913920,0.07936,11760648,20785100,0.29042998,0.55949,21056000,27.857,2.326166,1735603200,1767139200,1743379200,0.294,56820000,2.73,3.33,1.571,14.755,0.100000024,0.10611236,1.25,1747872000,EQUITY,64.8,75.0,65.0,70.0,70.0,none,2,222123008,10.687,76241000,25102000,1.632,2.58,715990976,4.335,34.447,0.059270002,0.09977,351096992,26600500,73435000,0.294,0.12,0.49036998,0.106479995,0.13813,SEK,RUG.ST,en-US,US,Equity,Delayed Quote,True,HIGH,RugVista Group AB (publ),CLOSED,3.1847193,64.8,[],1752852289,STO,finmb_596847551,Europe/Stockholm,CEST,7200000,se_market,False,RugVista Group AB,15,0,False,False,1616054400000,2.0000038,63.0 - 65.0,Stockholm,38780,25.600002,0.6530613,39.2 - 68.8,-4.0,-0.058139533,10.000002,1755185400,1755185400,1755185400,False,2.73,3.33,3.97,16.322418,2.8420029,0.045869827,15.330002,0.30988482,
