address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
Olof Palmes gata 13A,Stockholm,111 37,Sweden,46 2 00 22 72 00,https://sveafastigheter.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Sveafastigheter AB (publ), a real estate company, owns, builds, and manages residential properties in Sweden. The company operates in Property Management and New Construction segments. It also develops and manages rental apartments and condominiums. In addition, it engages in the project development and building rights activities. The company was founded in 2014 and is headquartered in Stockholm, Sweden. Sveafastigheter AB (publ) is a subsidiary of SBB i Norden AB (publ).",143,"[{'maxAge': 1, 'name': 'Mr. Erik  Havermark', 'age': 45, 'title': 'Chief Executive Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'totalPay': 5600000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ola  Svensson', 'age': 52, 'title': 'Head of Property Management', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lovisa  Sorensson', 'age': 30, 'title': 'Head of Transactions', 'yearBorn': 1994, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lars  Garde', 'age': 66, 'title': 'Acting Head of Business Development', 'yearBorn': 1958, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,40.22,39.5,38.8,40.06,40.22,39.5,38.8,40.06,0.0,274672,274672,381625,576783,576783,38.94,39.04,7780000256,29.12,40.68,4.890006,36.2208,35.49797,0.0,0.0,SEK,False,19803000832,17.531761,-0.23382,70944000,200000000,0.0,0.12282,201022000,74.42,0.522709,1735603200,1767139200,1743379200,-372000000,-1.86,12.447,24.661,0.02278483,0.10611236,EQUITY,38.9,55.0,36.0,44.0,41.0,none,3,186000000,0.93,803000000,12389000192,0.325,0.55,1591000064,83.237,8.461,0.015470001,-0.02649,1079000064,523375008,759000000,0.56,0.67819,0.50471,0.41489,SEK,SVEAF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852589,STO,finmb_1900252860,Europe/Stockholm,CEST,7200000,se_market,False,-3.2819483,38.9,CLOSED,Sveafastigheter AB,Sveafastigheter AB (publ),Stockholm,381625,9.780001,0.33585167,29.12 - 40.68,-1.7799988,-0.043756116,2.278483,1747114200,1747114200,1747114200,1747119600,1747119600,False,-1.86,1.85203,21.00398,2.679203,0.073968634,3.402031,0.09583734,15,0,False,False,1729234800000,-1.3199997,38.8 - 40.06,
