address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,corporateActions,regularMarketTime,marketState,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
Dag Hammarskjölds väg 54B,Uppsala Science Park,Uppsala,752 37,Sweden,46 1 84 44 48 30,https://www.biovica.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Biovica International AB (publ), a biotech company, develops and commercializes novel blood-based biomarker assays that enhance the monitoring and predicting of cancer therapies in the European Union, United States of America, and internationally. It primarily focuses on breast cancer. The company develops DiviTum TKa, a blood-based biomarker assay that measures thymidine kinase activity, which is correlated with cell proliferation. It serves cancer institutes, pharmaceutical companies, and collaborative groups. The company was incorporated in 2008 and is headquartered in Uppsala, Sweden.",27,"[{'maxAge': 1, 'name': 'Mr. Anders  Rylander', 'age': 54, 'title': 'President, CEO & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Moren', 'age': 59, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hanna  Ritzén', 'age': 45, 'title': 'Chief Operating Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Winther D.V.M., Ph.D.', 'age': 58, 'title': 'Senior Vice President of Business Development', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hector  Tamburini', 'age': 62, 'title': 'Head of US Laboratory Operations, Regulatory & Quality', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.82,0.804,0.798,0.84,0.82,0.804,0.798,0.84,0.0,1.595,-0.8000001,96464,96464,220938,127660,127660,0.82,0.834,0,0,78229136,0.5,3.19,9.046968,0.78884,1.514565,0.0,0.0,SEK,False,61007552,0.0,72769693,91515104,0.2716,0.04425,98030800,0.442,1.882353,1745971200,1777507200,1745971200,-87624000,-0.95,-1.04,7.055,-0.701,-0.64820296,0.11844492,EQUITY,0.832,2.4,0.6,1.5,1.5,3.0,hold,2,24415000,0.25,-87058000,4651000,1.472,1.696,8647000,10.765,0.093,-0.5611,-1.25315,8112000,-53857876,-85367000,0.24,0.93813,0.0,-8.99619,SEK,BIOVIC-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1.4634176,0.832,STO,finmb_253513502,Europe/Stockholm,CEST,7200000,se_market,False,Biovica International AB ser. B,[],1752156179,PREPRE,Biovica International AB (publ),False,1490770800000,0.012000024,0.798 - 0.84,Stockholm,220938,0.33200002,0.66400003,0.5 - 3.19,-2.358,-0.739185,-64.8203,1757572200,1757572200,1757572200,1741874400,1741874400,False,-0.95,-1.04,-0.50822,-1.6370863,0.04316002,0.054713275,-0.682565,-0.45066735,15,0,3.0 - Hold,False,
