address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,shortName,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,corporateActions,trailingPegRatio
Kammakargatan 48,Stockholm,111 60,Sweden,https://www.annexinpharma.com/sv,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Annexin Pharmaceuticals AB (publ), a biotechnology company, develops drug candidates for the treatment of various cardiovascular diseases. It develops ANXV, a human recombinant protein. The company offers Annexin A5 to protect and repair blood vessels and counteract inflammation. Annexin Pharmaceuticals AB (publ) was founded in 2014 and is based in Stockholm, Sweden.",4,"[{'maxAge': 1, 'name': 'Dr. Anders  Haegerstrand M.D., Ph.D.', 'age': 63, 'title': 'Chief Executive Officer', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Susanne  Andersson', 'age': 53, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Susan  Suchdev', 'age': 52, 'title': 'Chief Operating Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Anna  Frostegård M.D., Ph.D.', 'age': 51, 'title': 'Chief Scientific & Medical Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ulrika  Harndahl', 'title': 'Head of CMC', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Mario  Fsadni L.L.M., M.Sc.', 'title': 'Therapeutic Area Head of Ophthalmology', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Alain  Thibault M.D.', 'title': 'Head of Oncology of Therapy Area', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,31.6,31.6,29.6,32.4,31.6,31.6,29.6,32.4,0.0,0.363,7163,7163,13388,4496,4496,30.6,31.4,0,0,221537680,22.1,91.000946,31.0335,38.15864,0.0,0.0,SEK,False,130824056,0.0,3453420,7055340,0.56149,0.021170001,7518840,2.573,12.203653,1735603200,1767139200,1743379200,-45767000,-7.74,1:100,1748390400,-2.854,-0.6258383,0.10611236,EQUITY,31.4,100.0,100.0,100.0,100.0,none,1,45229000,6.834,-45843000,0,8.937,9.042,-0.9619,-1.85946,-27947500,-44942000,0.0,0.0,0.0,SEK,ANNX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Annexin Pharmaceuticals AB (publ),Annexin Pharmaceuticals AB,CLOSED,1752849018,STO,finmb_411139395,Europe/Stockholm,CEST,7200000,se_market,False,False,1492585200000,-0.20000076,29.6 - 32.4,Stockholm,13388,9.299999,0.42081442,22.1 - 91.000946,-59.600945,-0.65494865,-62.583828,1603969140,1603969140,-7.74,0.36649895,0.011809784,-6.758642,-0.17711957,15,0,False,-0.63291377,31.4,[],
