address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,marketState,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,shortName,longName,trailingPegRatio
Birger Jarlsgatan 20,Stockholm,114 34,Sweden,https://www.tourn.co,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Tourn International AB (publ) develops technology for influencer marketing and social media. It serves brands and influencers. The company was formerly known as INEV Studios AB (publ) and changed its name to Tourn International AB (publ) in 2015. The company was incorporated in 2010 and is headquartered in Stockholm, Sweden.",11,"[{'maxAge': 1, 'name': 'Mr. Robin  Stenman', 'age': 38, 'title': 'Founder, CEO & Executive Director', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Madeleine  Daxberg', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andreas Nyberg Selvring', 'title': 'Chief Auditor', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,4.88,4.4,4.4,4.74,4.88,4.4,4.4,4.74,0.0,0.994,9.673469,2815,2815,4671,1949,1949,4.41,4.74,46230876,3.07,9.9,0.62893015,5.57,6.4161,0.0,0.0,SEK,False,48313200,-0.19591999,5180004,9753350,0.42891,0.23158,9773710,1.857,2.5525038,1735603200,1767139200,1743379200,-14401317,-2.42,0.49,0.657,-2.708,-0.40750003,0.12969577,EQUITY,4.74,none,5349629,0.548,-17841608,0,0.664,0.857,73507168,7.537,-0.33036998,-0.88536,2069186,-11833326,-15914647,-0.051,0.02815,-0.24272,-0.31773,SEK,TOURN.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1387353600000,-0.14000034,4.4 - 4.74,Stockholm,4671,1.6699998,0.5439739,3.07 - 9.9,-5.16,-0.5212121,-40.750004,1605178740,1605178740,-2.42,0.49,-0.8300004,-0.14901264,-1.6761003,-0.2612335,15,0,PREPRE,False,STO,finmb_253157088,Europe/Stockholm,CEST,7200000,se_market,False,-2.8688595,4.74,[],1752679479,Tourn International AB,Tourn International AB (publ),
