address1,city,zip,country,website,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,regularMarketTime,marketState,corporateActions,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
StrandvAegen 7A,Stockholm,114 56,Sweden,https://www.bohogroup.com,,,,,"Boho Group AB (publ) operates as a hotel development and operating company. It owns and operates Boho Club, a boutique resort on the Golden Mile in Marbella. The company was formerly known as Quartiers Properties AB (publ) and changed its name to Boho Group AB (publ) in September 2024. Boho Group AB (publ) was incorporated in 2014 and is headquartered in Stockholm, Sweden.",100,"[{'maxAge': 1, 'name': 'Mr. Jorgen  Cederholm', 'age': 63, 'title': 'Chairman of the Board of Directors & Partner', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 290000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Bonnier', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 150000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Carl-Fredrik  Morander', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antonio  Diaz-Barcelo', 'age': 59, 'title': 'Investment Manager', 'yearBorn': 1965, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Cepero', 'age': 51, 'title': 'Head of Business Support', 'yearBorn': 1973, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,7.12,7.12,6.96,7.16,7.12,7.12,6.96,7.16,0.925,6657,6657,51083,17726,17726,7.0,7.06,6.0,12.95,7.3698,8.6119,0.0,0.0,SEK,False,602065984,-0.26012,13699000,0.63727003,0.06066,2.888,2.430748,1735603200,1767139200,1743379200,-40100000,3.906,32.42,-0.2807377,0.10611236,EQUITY,7.02,none,21163000,0.367,18571000,198579008,1.044,4.9,154158000,119.174,2.672,0.0108,-0.20594999,24833000,79738496,60636000,-0.343,0.16108999,0.12047,-0.60309,SEK,BOHO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Boho Group AB,STO,finmb_346169656,Europe/Stockholm,CEST,7200000,se_market,False,Boho Group AB (publ),1752764648,PREPRE,[],-1.404493,7.02,False,1725260400000,-0.099999905,6.96 - 7.16,Stockholm,51083,1.02,0.17,6.0 - 12.95,-5.93,-0.45791504,-28.07377,-0.3498001,-0.04746399,-1.5919003,-0.1848489,15,0,False,
