maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
86400,2,19.0,19.0,18.5,19.2,19.0,19.0,18.5,19.2,52.777775,635,635,22612,8163,8163,18.5,19.0,2027224064,14.35,23.5,17.349,17.5295,0.0,0.0,SEK,False,EQUITY,CCCAB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Cavotec Group AB,Cavotec Group AB,CLOSED,[],1752849615,STO,finmb_3418091,Europe/Stockholm,CEST,7200000,se_market,False,0.0,19.0,0.0,18.5 - 19.2,Stockholm,22612,4.6499996,0.32404178,14.35 - 23.5,-4.5,-0.19148937,-14.999998,0.36,106696000,0.556,1.6509991,0.09516393,1.470501,0.08388722,34.17266,15,0,False,False,1319094000000,
