address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Engelbrektsplan 2,Stockholm,114 34,Sweden,https://group.checkin.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Checkin.Com Group AB (publ) develops software as a service that allow its consumers to connect with brands and services online in Sweden and internationally. The company offers its software as an end-to-end solution for users to become customers online, and combines multiple UX-systems, data sources, and identity solutions to instantly configure individually adapted check-in experiences for each end user. It serves financial services, iGaming, travel and leisure, and other industries. The company was incorporated in 2017 and is based in Stockholm, Sweden.",46,"[{'maxAge': 1, 'name': 'Mr. Kristoffer  Cassel', 'age': 42, 'title': 'Co-Founder & Chairman of the Board', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 1730000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Karlsson', 'age': 41, 'title': 'Interim CEO', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 2953000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Bauml', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Kopniwsky', 'title': 'Head of Communications & IR', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,8.06,8.1,8.0,8.22,8.06,8.1,8.0,8.22,0.0,1.254,15287,15287,20892,5068,5068,8.02,8.14,254446640,7.36,33.0,2.6093879,9.1748,12.2453,0.0,0.0,SEK,False,251704096,30.716984,-0.22882,7027793,29886400,0.65529,0.1887,31258800,6.221,1.3084713,1735603200,1767139200,1743379200,-22313000,-0.76,2.581,29.143,-0.73333335,0.10611236,EQUITY,8.14,17.0,17.0,17.0,17.0,none,1,24461000,0.818,8637000,7785000,1.923,2.054,97512000,4.187,3.323,-0.05646,-0.11234,26086000,-1799125,13550000,-0.11,0.26752,0.088570006,-0.28929,SEK,CHECK.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,0.07999992,8.0 - 8.22,Stockholm,20892,0.7800002,0.10597829,7.36 - 33.0,-24.86,-0.75333333,-73.333336,1755790200,1755790200,1755790200,False,-0.76,-0.24,-33.916668,-1.0347996,-0.11278716,-4.1053,-0.33525515,15,0,False,[],1752765191,STO,finmb_713675744,Europe/Stockholm,CEST,7200000,se_market,False,0.9925548,8.14,Checkin.com Group AB,Checkin.Com Group AB (publ),False,1621494000000,
