address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,marketState,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
RAdmansgatan 40,Stockholm,113 57,Sweden,https://www.mysafety.se,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"mySafety Group AB provides insurance solutions in the Nordic market. The company offers fraud protection, cybesecurity, excess, financial security, income, accident, theft, and business insurance. The company was formerly known as Empir Group AB (publ) and changed its name to mySafety Group AB in October 2023. mySafety Group AB was incorporated in 1987 and is headquartered in Stockholm, Sweden.",82,"[{'maxAge': 1, 'name': 'Mr. Marcus  Pettersson', 'age': 53, 'title': 'President, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 150000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Torbjorn  Nilsson', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 3217000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Eriksson', 'title': 'Consultant', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,16.28,16.22,16.22,16.8,16.28,16.22,16.22,16.8,1.0,6.03,1765238400,3.8462,1.137,64.53847,22870,22870,70057,40181,40181,16.7,16.8,312136544,5.8,21.2,0.9507894,16.6824,10.65115,1.0,0.06142506,SEK,False,383878368,-0.01042,18186692,18282100,0.47232,0.17499,18601700,4.865,3.4491267,1735603200,1767139200,1743379200,-3420000,0.26,2:1,1668556800,1.169,9.171,1.237467,0.10611236,0.5,1765238400,EQUITY,16.78,none,49539000,2.698,41857000,128950000,0.641,0.745,328292000,144.325,17.919,0.0058899997,-0.043109998,131315000,30699000,27141000,0.107,0.39999,0.1275,0.057150003,SEK,SAFETY-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,mySafety Group AB ser. B,mySafety Group AB,STO,finmb_9284137,Europe/Stockholm,CEST,7200000,se_market,False,[],1752852574,CLOSED,3.071253,16.78,False,False,946886400000,0.5,16.22 - 16.8,Stockholm,70057,10.9800005,1.8931035,5.8 - 21.2,-4.42,-0.20849057,123.746704,1755169140,1755169140,1755169140,False,0.26,0.09760094,0.0058505335,6.128851,0.57541686,15,0,
