address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,shortName,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Götgatan 78,Stockholm,118 30,Sweden,46 8 500 200 05,https://www.envarholding.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Envar Holding AB (publ) engages in the outsourcing and development of graphic design, 3D graphics, animations, and illustrations to game development companies or other companies in the entertainment industry. The company was founded in 2020 and is based in Stockholm, Sweden.",29,"[{'maxAge': 1, 'name': 'Mr. Atey Majeed Ghailan', 'age': 35, 'title': 'Chief Executive Officer', 'yearBorn': 1989, 'fiscalYear': 2023, 'totalPay': 980750, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Emma Belani Wikblom', 'age': 35, 'title': 'Chief Financial Officer', 'yearBorn': 1989, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sofie  Bjorkman', 'age': 32, 'title': 'Head of People & Culture', 'yearBorn': 1992, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,28.4,29.0,27.1,29.9,28.4,29.0,27.1,29.9,0.0,20.55944,10263,10263,3774,3249,3249,28.5,29.3,389117824,14.75,38.8,4.14149,22.33,19.466887,0.0,0.0,SEK,False,251715008,0.19049999,2500000,12500000,0.95476997,0.00023,13235300,6.466,4.54686,1735603200,1767139200,1743379200,17899000,1.43,2.679,11.117,0.23009062,0.10611236,EQUITY,29.4,none,53285000,4.263,22642000,0,6.304,6.304,93956000,7.516,57585000,13906000,0.837,0.61289,0.24099001,0.19419001,SEK,ENVAR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852589,STO,finmb_1896815371,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,1.0,27.1 - 29.9,Stockholm,3774,14.65,0.9932203,14.75 - 38.8,-9.4,-0.24226804,23.009062,1.43,7.0699997,0.31661442,9.933113,0.5102569,15,0,False,1734422400000,False,Envar Holding AB,3.521127,29.4,
