address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,corporateActions,shortName,regularMarketChangePercent,regularMarketPrice,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Neongatan 8,Mölndal,431 53,Sweden,46 7 27 11 14 77,https://www.flexqube.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"FlexQube AB (publ) designs, develops, and sells flexible and robust industrial carts and robots for material handling in the United States, Mexico, Germany, the United Kingdom, and Sweden. It also offers industrial carts; pallet and container, shelf, flow, hanging, mother-daughter, and kit carts and specialized solutions, as well as parts comprising fasteners/hardware, pallet guides, rollers, shelves, standard building blocks, tools, tow bar components, AGV parts, casters, floor brakes, handle bars, springs, and attachments; LiftRunner tugger train; and AGV solutions, a smart and motorized FlexQube cart, as well as AMR System. The company serves automobile industries; construction and agricultural machinery; heavy vehicles, such as buses, trucks, and trains; distribution and warehouse; aerospace; white and consumer goods; energy; medical equipment manufacturing; and defense industries. FlexQube AB (publ) was founded in 2010 and is headquartered in Mölndal, Sweden.",40,"[{'maxAge': 1, 'name': 'Mr. Christian  Thiel', 'age': 43, 'title': 'Co-Founder & Chairman of the Board', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Fogelberg', 'age': 43, 'title': 'Co-Founder & CEO', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 188000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Augustsson', 'age': 43, 'title': 'Co-Founder, VP of Robotics & Director', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Linus  Natterlund', 'age': 33, 'title': 'Interim CFO & Accounting Manager', 'yearBorn': 1991, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Olsson', 'age': 33, 'title': 'COO & Vice CEO', 'yearBorn': 1991, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joar  Manhed', 'age': 31, 'title': 'Technology Manager', 'yearBorn': 1993, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Lindback', 'age': 42, 'title': 'Chief Financial Officer (Leave of Absence)', 'yearBorn': 1982, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,7.32,7.3,7.3,8.78,7.32,7.3,7.3,8.78,0.0,1.047,3.5454545,5054,5054,7078,5016,5016,7.46,8.28,0,0,121692480,4.66,12.95,0.9814068,6.21,7.7738,0.0,0.0,SEK,False,111604064,-0.24809,4204346,13404200,0.75805,0.05373,15601600,3.082,2.5308242,1735603200,1767139200,1743379200,-30763000,-2.3,2.2,0.9,-4.092,-0.25714284,0.11729753,EQUITY,7.8,none,19372000,1.445,-27276000,37147000,0.629,1.285,123998000,89.927,9.251,-0.12894,-0.53438,64323000,3320000,-882000,-0.201,0.51874,-0.21997,-0.21742001,SEK,FLEXQ.ST,en-US,US,Equity,Delayed Quote,True,HIGH,FlexQube AB (publ),[],FlexQube AB,6.5573773,7.8,PREPRE,1752591352,STO,finmb_257188846,Europe/Stockholm,CEST,7200000,se_market,False,False,1513238400000,0.48000002,7.3 - 8.78,Stockholm,7078,3.1400003,0.67381984,4.66 - 12.95,-5.1499996,-0.39768338,-25.714285,1603882740,1603882740,-2.3,2.2,1.5900002,0.25603867,0.026200294,0.003370333,15,0,False,
