address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,shortName,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Ostmästargränd 5,Årsta,120 40,Sweden,https://www.sibek.se,Security & Protection Services,security-protection-services,Security & Protection Services,Industrials,industrials,Industrials,"Sibek AB (publ) engages in the investigation, planning, project designing and safety reviewing, inspection, and commissioning management of railway signaling systems in Sweden. It also offers connection management, construction site follow-up, construction inspection, and construction management services. The company was incorporated in 2007 and is based in Årsta, Sweden.",70,"[{'maxAge': 1, 'name': 'David  Berg', 'age': 45, 'title': 'Chief Executive Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anette Berg von Linde', 'age': 52, 'title': 'Finance Manager', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ulrika  Pettersson', 'title': 'Investor Relations Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Staffan Berg von Linde', 'title': 'Executive Vice President', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mikael  Erlandsson', 'age': 49, 'title': 'Executive VP & Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Lars-Goran  Hagstrom', 'age': 59, 'title': 'Executive VP & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andreas  Ericsson', 'title': 'Executive Vice President', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,40.9,37.8,37.8,40.5,40.9,37.8,37.8,40.5,1.2,3.16,1729814400,0.51060003,18.970589,3692,3692,2266,1722,1722,37.6,38.6,392932704,29.1,66.0,2.4773047,37.04,42.268,1.4,0.034229826,SEK,False,344541152,0.13085,10153300,0.88905,0.0,10542800,5.594,6.918127,1745971200,1777507200,1745971200,-0.654,20754000,2.04,2.172,13.373,0.22955978,0.10611236,1.2,1729814400,EQUITY,38.7,none,41283000,4.066,25763000,0,3.161,3.161,158612992,15.622,0.20767,0.39519,47575000,18144876,24713000,-0.654,-0.048,0.29994,0.16243,0.0537,SEK,SIBEK.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-5.3789744,38.7,SIBEK AB,CLOSED,False,1699257600000,-2.2000008,37.8 - 40.5,Stockholm,2266,9.6,0.32989693,29.1 - 66.0,-27.3,-0.41363636,22.955978,2.04,1.6599998,0.04481641,-3.5680008,-0.08441376,15,0,False,[],1752850916,STO,finmb_254700885,Europe/Stockholm,CEST,7200000,se_market,False,
