address1,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,corporateActions,regularMarketTime,marketState,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Birger Jarlsgatan 13,Stockholm,111 45,Sweden,08 440 37 70,08 440 37 78,https://www.svolder.se,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Svolder AB (publ) operates is a publicly owned investment manager. The firm operates as an investment trust. It invests in the shares of listed small and medium-size companies in Sweden. Svolder AB (publ) was founded in June, 1993 and is based in Stockholm, Sweden.",6,"[{'maxAge': 1, 'name': 'Mr. Tomas  Risbecker', 'age': 57, 'title': 'Chief Executive Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 4952000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pontus  Ejderhamn', 'age': 57, 'title': 'CFO & Board Secretary', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Molin', 'age': 63, 'title': 'Head of Equities', 'yearBorn': 1961, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,78.5,78.5,78.5,78.5,78.5,78.5,78.5,78.5,1.7,2.25,1731888000,0.3953,1.1,1.447,180,180,230,123,123,78.5,88.0,0,0,5805161472,74.0,99.5,6.47103,82.04,84.9325,1.7,0.021656051,SEK,False,7441099776,-0.22183001,78099456,4982570,0.14982,0.7036,66067300,57.988,1.3537284,1725062400,1756598400,1748649600,-0.94,-199000000,-1.9,4:1,1642118400,8.295,8.591,0.03289473,0.12969577,1.7,1731888000,EQUITY,78.5,none,290100000,2.833,866144256,0,44.456,44.456,897100032,8.761,0.088190004,-0.03249,897100032,-131261504,96200000,-0.94,-0.129,1.0,0.96549004,0.91394997,SEK,SVOL-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_139517,Europe/Stockholm,CEST,7200000,se_market,False,0.0,78.5,False,946886400000,0.0,78.5 - 78.5,Stockholm,230,4.5,0.06081081,74.0 - 99.5,-21.0,-0.21105528,3.289473,1757674740,1757674740,1757674740,False,-1.9,[],1752498000,PREPRE,Svolder AB ser. A,Svolder AB (publ),-3.540001,-0.043149695,-6.4325027,-0.07573664,15,0,False,
