address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,trailingPegRatio
Golden Mile Business Centre,Triq id-Dragunara,St. Julian's,STJ 3148,Malta,356 9905 1696,https://www.gentoomedia.com,Gambling,gambling,Gambling,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Gentoo Media Inc., an iGaming technology company, together with its subsidiaries, provides solutions, products, and services to iGaming operators in Nordic countries, other European countries, and internationally. It operates through two segments: Publishing and Paid. The company operates casinos; sports betting sites; and platform. It also provides Sportsbook, a sports betting omnichannel solution. In addition, the company offers managed service; Data platform to enhance BI and make business decisions; Logic, a real-time rules engine that creates actionable business rules; marketing compliance solution; and Frontend solution. Gentoo Media Inc. was formerly known as Gaming Innovation Group Inc. and changed its name to Gentoo Media Inc. in September 2024. The company was incorporated in 1992 and is headquartered in St. Julian's, Malta.",404,"[{'maxAge': 1, 'name': 'Mr. Jonas  Warrer', 'title': 'Chief Executive Officer', 'fiscalYear': 2024, 'totalPay': 728000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Milorad  Matejic', 'title': 'Chief Operating Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Morten  Hillestad', 'title': 'Chief Strategy Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tore  Formo', 'age': 60, 'title': 'Company Secretary & Head of Corporate Governance', 'yearBorn': 1964, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mads Haugegaard Albrechtsen', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  Gatt', 'title': 'General Counsel', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dijana  Radunovic', 'title': 'Senior Director of Sales', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Micha Leth Hellerøe', 'title': 'Chief People Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,12.46,12.26,11.76,12.26,12.46,12.26,11.76,12.26,0.0,0.845,13.111112,78627,78627,70105,35591,35591,11.78,11.8,1717796864,11.76,33.05,14.36249,14.2628,20.1707,0.0,0.0,SEK,False,1900095744,57.560978,-0.51313996,71935405,134776000,0.57938,0.06958,145576000,-0.101,1735603200,1767139200,1743379200,11245000,0.9,1:10,1545177600,15.887,30.43,-0.5550256,0.10611236,EQUITY,11.8,35.054573,20.617033,27.529636,27.223473,none,4,4649000,0.035,62441564,117277000,0.386,0.386,119603000,0.894,0.0988,0.26919,119603000,132721384,27574000,-0.113,1.0,0.52207,0.14357,EUR,G2M.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,-5.296949,11.8,[],1752852597,STO,finmb_285246636,Europe/Stockholm,CEST,7200000,se_market,False,84.28571,-2.4628,-0.17267297,-8.3707,-0.41499302,-116.83168,15,0,False,Gentoo Media Inc.,Gentoo Media Inc.,False,1400742000000,-0.65999985,11.76 - 12.26,Stockholm,70105,0.03999996,0.0034013572,11.76 - 33.05,-21.25,-0.6429652,-55.502556,1756222200,1756222200,1756222200,1747209600,1747209600,False,0.9,0.14,
