address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
SveavAegen 41,Stockholm,111 40,Sweden,46 1 05 10 00 00,https://bahnhof.se,Telecom Services,telecom-services,Telecom Services,Communication Services,communication-services,Communication Services,"Bahnhof AB (publ) engages in the Internet and telecommunications business in Sweden and rest of Europe. The company provides broadband, telephony, server, VPN, antivirus and ID protection, play and streaming, wireless office WiFi, WAN and SD-WAN, and backbone and carrier, including capacity, wavelength, IP transit and SIP services for companies and operators, as well as virtual private server and cloud, datacenter, and other services. It also offers customized IT operation and consultancy, data security, cloud, and colocation services. Bahnhof AB (publ) was founded in 1994 and is headquartered in Stockholm, Sweden. Bahnhof AB (publ) is a subsidiary of KN Telecom AB.",268,"[{'maxAge': 1, 'name': 'Mr. Jon  Karlung', 'age': 60, 'title': 'MD, CEO & Executive Director', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 60000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Norman', 'title': 'CTO & Director', 'fiscalYear': 2024, 'totalPay': 60000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Fredrik  Isaksson', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Charlotte  Tamm', 'title': 'Head of Human Resources', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,60.8,60.8,60.3,62.0,60.8,60.8,60.3,62.0,2.0,3.32,1747180800,0.96620005,2.74,0.646,29.710146,65902,65902,92481,83398,83398,61.6,61.9,6400120320,44.95,62.0,3.1014977,59.124,54.1845,2.0,0.032894738,SEK,False,5848078336,25.755602,0.107489996,23333028,77565104,0.0,0.16510001,107565000,5.864,10.487722,1735603200,1767139200,1743379200,0.028,221811008,2.07,10:1,1508198400,2.834,18.482,0.11211574,0.12969577,2.0,1747180800,EQUITY,61.5,66.0,66.0,66.0,66.0,none,1,771459008,7.172,316414016,133532000,1.383,1.608,2063558016,21.175,19.184,0.12117,0.35375,417872992,215142256,335432992,0.032,0.092,0.2025,0.15333,0.13149999,SEK,BAHN-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,Bahnhof AB ser. B,Bahnhof AB (publ),False,1198051200000,0.70000076,60.3 - 62.0,Stockholm,92481,16.55,0.36818686,44.95 - 62.0,-0.5,-0.008064516,11.211575,1745319540,1745319540,1745319540,False,2.07,2.17478,28.278725,2.3759995,0.040186718,7.3154984,0.1350109,15,0,False,[],1752679778,STO,finmb_1241268,Europe/Stockholm,CEST,7200000,se_market,False,1.1513171,61.5,
