address1,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Silosgatan 5,Tågarp,268 75,Sweden,46 41 85 01 02,46 41 85 00 03,https://www.skane-mollan.se,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Skåne-möllan AB (publ) produces and sells flour and cereal products in Sweden. It offers wheat, organic wheat, whole grain wheat, rye, bakery wheat, organic cut rye, graham, quarna wheat, barley, wheatie, hafie, roggie, oat, and oatflake flours, as well as oat kernels oatmeal. The company sells its products under the Möllarens and Skåne-möllan brand names. Skåne-möllan AB (publ) was founded in 1971 and is based in Tågarp, Sweden.",28,"[{'maxAge': 1, 'name': 'Mr. Anders  Persson', 'age': 57, 'title': 'CEO, MD & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 2599000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elisabeth  Nilsson', 'age': 41, 'title': 'Head of Finance', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Håkansson', 'age': 54, 'title': 'Head of Sales & Logistic', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kenneth  Saltarski', 'age': 65, 'title': 'Head of Production', 'yearBorn': 1959, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,69.0,70.0,69.6,71.4,69.0,70.0,69.6,71.4,1.4,2.11,1745452800,1.0448,2.02,0.704,53.28358,152,152,572,329,329,68.2,71.4,0,0,794610624,43.8,78.8,3.0745115,66.8,55.615,1.4,0.020289855,SEK,False,665400000,0.057189997,3181750,11000000,0.929,0.0,11129000,14.909,4.7890534,1735603200,1767139200,1743379200,-0.519,14782000,1.34,10:1,1652140800,2.575,30.662,0.42574263,0.10611236,1.4,1745452800,EQUITY,71.4,none,62800000,5.709,21701000,0,3.965,6.336,258451008,23.496,0.047420003,0.08986,45250000,18184500,29550000,-0.519,-0.102,0.17508,0.08397,0.01033,SEK,SKMO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1097132400000,Skåne-möllan AB,Skåne-möllan AB (publ),2.4000015,69.6 - 71.4,Stockholm,572,27.600002,0.630137,43.8 - 78.8,-7.4000015,[],1752852596,STO,finmb_20387221,Europe/Stockholm,CEST,7200000,se_market,False,3.478263,71.4,CLOSED,-0.093908645,42.574265,1603450740,1603450740,1.34,4.5999985,0.06886225,15.785,0.2838263,15,0,False,
