address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,trailingPegRatio
GrAenden Duvan 3,Linköping,582 22,Sweden,46 13 21 11 10,https://www.xmreality.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"XMReality AB (publ) engages in the development and sale of solutions for knowledge transfer through augmented reality (AR) worldwide. The company offers XMReality Remote Guidance, a see-what-I-see' video software powered by AR that connects workers with a remote expert to plan, assess, and solve different scenarios. It also provides AR smart glasses. The company serves manufacturing, energy and utilities, housing and real estate, food and beverage, and packaging industries. XMReality AB (publ) was incorporated in 2007 and is based in Linköping, Sweden.",7,"[{'maxAge': 1, 'name': 'Mr. Alexander  Sandstrom', 'age': 40, 'title': 'Chief Executive Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Matilda  Bergman', 'age': 32, 'title': 'Chief Experience Officer', 'yearBorn': 1992, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alexander  Widerberg', 'age': 35, 'title': 'Head of R&D', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ryne  Simeone', 'age': 40, 'title': 'President of XMReality Inc', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.014,0.013,0.013,0.0148,0.014,0.013,0.013,0.0148,0.0,2.045,Infinity,-1.3000001,1194425,1194425,4348663,1511746,1511746,0.0128,0.014,0,0,12067277,0.01,0.12,0.5506193,0.014148,0.0169695,0.0,0.0,SEK,False,11825979,-0.91950995,679508533,928252032,0.03295,0.03235,928252032,0.01,1.3000001,1735603200,1767139200,1743379200,-20151884,0.0,-0.01,0.54,-0.648,-0.8125874,0.10611236,EQUITY,0.013,none,1251000,0.001,-18249270,1381000,0.35,0.367,21915826,15.635,0.047,-0.42404,-3.6773498,946001,-20093562,-19838326,-0.285,0.043169998,-0.83269995,-0.2158,SEK,XMR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,False,-0.0010000002,0.013 - 0.0148,Stockholm,4348663,0.0030000005,0.30000004,0.01 - 0.12,-0.10699999,-0.89166665,-81.258736,[],1752847021,STO,finmb_215773059,Europe/Stockholm,CEST,7200000,se_market,False,-7.142858,0.013,1755773940,1755773940,1755773940,False,0.0,-0.01,-0.0011479994,-0.08114217,-0.0039695,-0.23391967,15,0,False,1493190000000,XMReality AB,XMReality AB (publ),
